unique_id,tracking_code,borough,borough_code,cd,commdist,cb_label,type_br,type,priority,need,request,explanation,location,site_name,address,street_name,street_cross_1,street_cross_2,supporters_1,supporters_2,parent_tracking_code,agency_acronym,agency,agency_category_response,agency_response,geo_function,geom
945,206202409C,Brooklyn,3,06,306,BK 06,C, ,09,Housing support,"Renovate, upgrade or provide new community board facilities and equipment","Sufficient funds are requested for the design and construction of a window replacement project for 250 Baltic Street in the Cobble Hill Historic District. This 1936 building still has the original single-paned and uninsulated windows making them highly inefficient energy-wasting devices which negatively contribute to the building  tenants' comfort and safety. Modern, energy- efficient windows appropriately designed to  area's historic district would go a long way toward reducing heating and cooling costs, improving safety, and creating a vastly improved work environment for the State, City and non- profit entities that occupy the space in this City- owned building. While the City-State have talked about changing ownership status of this building for more than a decade, it will crumble",,,,,,,,,,DCAS,856,8,"This building was recently surrendered to DCAS by NYS, the former tenant.   Any capital construction is being held off on until a tenant for the full building is identified.",NO LOCATION DATA,
946,206202409E,Brooklyn,3,06,306,BK 06,E, ,09,"Library facilities, equipment and programs (BPL)",Other domestic violence services requests,"Additional funding is requested to expand the spectrum of services that provide assistance to victims of domestic violence - from counseling to protection to shelter - in order to ensure that adequate resources exist to help this vulnerable population in need. Outreach and promotional materials are needed to reach the population, provide them with convenient access to services and help educate communities on the importance of these services to remove any fear and stigma that may be attached to these facilities.",,,,,,,,,,HRA,96,9,HRA continues to maintain programs for Domestic Violence in the community.,NO LOCATION DATA,
947,206202410C,Brooklyn,3,06,306,BK 06,C, ,10,Transportation infrastructure,Reconstruct streets,"Sufficient funds are requested for the reconstruction of Court Street from Atlantic to Hamilton Avenues with historic amenities. Preliminary Design Investigation to ascertain the condition of the infrastructure along the project limits. Relocate all utility service boxes below ground, repair/replace missing curb sections, reset curb elevations, repair concrete bus pads and repair defective sidewalk conditions. Use granite curb, bluestone or pigmented concrete sidewalks, historic replica street hardware including street lights, poles-in-ground, fire alarm boxes and hydrants. Also, the inclusion of appropriate traffic calming devices such as, but not limited to, neck downs, bus bulbs, etc. as called for in the Downtown Brooklyn Traffic Calming project.",,,,,,,,,,DOT,841,3,"Capital funding constraints, project capacity and City-wide priorities preclude this project at this time.",NO LOCATION DATA,
961,206202417C,Brooklyn,3,06,306,BK 06,C, ,17,Animal and pest control services,Other NYPD facilities and equipment requests,"Sufficient funds are requested for the acquisition of radar speed signs to provide advisories to motorists in areas where speeding is suspected or confirmed. Radar Speed Signs can provide a constant monitoring presence to help raise awareness and act as a potential deterrent. Compliance with the City's new 25MPH speed limit relies on an enforcement presence which, at best, can be challenging given limitations of manpower and competing deployment priorities; to some degree these signs can help augment these limitations.",,,,,,,,,,NYPD,56,2,The agency will try to accommodate this issue within existing resources.,NO LOCATION DATA,
948,206202410E,Brooklyn,3,06,306,BK 06,E, ,10,Park programming,Conduct a commercial district needs assessment,"Undertake a Commercial District Needs Assessment on the District?s main shopping corridors:. According to the DCP, ""retail corridors subject to multiple cross-currents that influence retail mix and vacancy. These include the rise of ecommerce, demographic shifts, real estate market trends, local building stock, and other conditions that may vary from street to street. A deeper dive into local trends is needed to understand vacancy conditions. Many factors influence storefront use trends, and monitoring conditions can aid the development of effective policies. ""? An October 2020 assessment in Patch reported that the : ""Coronavirus crisis doubled empty stores on Park Slope's Fifth Avenue.""",,,,,,,,,,SBS,801,7,SBS is available for technical assistance. A sponsor group should apply to the agency through its funding process. For more information go to NYC.gov/neighborhoods.,NO LOCATION DATA,
949,206202411C,Brooklyn,3,06,306,BK 06,C, ,11,NYPD staff and training resources,"Roadway maintenance (i.e. pothole repair, resurfacing, trench restoration, etc.)","Sufficient funds should be allocated toward the inclusion of special treatment street resurfacing work in the department's development of future contract work to incorporate the restoration, preservation and maintenance of cobblestone streets. This construction material serves as a traffic calming device, is far more durable than commonly used asphalt material, is a signature characteristic of streets in our Red Hook community and enhances the historic integrity of the community.",,,,,,,,,,DOT,841,6,"Funds are unavailable for this project.  We recommend this project be brought to the attention of your elected officials, i.e. Borough President, Council/Assemblymember, or State Senator.",NO LOCATION DATA,
950,206202411E,Brooklyn,3,06,306,BK 06,E, ,11,Affordable housing programs,Other programs to address public health issues requests,"Conduct narrowly targeted community health assessments in low-income sections of the district, rather than rely solely on district-wide data. The district?s data (health, economic, social, and population health related) is based on the district as a whole (or in some cases at the zip code level); unfortunately, as a whole, the district has excellent health. However, this masks the inequities in specific communities within the district. The Community Health Needs and Assets study by NYU Langone and Red Hook community partners identified high rates and concerns about asthma, diabetes and heart disease.",,,,,,,,,,DOHMH,816,3,"DOHMH will review and assess the request regarding this important health issue. However, the implementation for the requested service will be subject to the availability of the Department's limited funds.",NO LOCATION DATA,
951,206202412C,Brooklyn,3,06,306,BK 06,C, ,12,NYPD programs,Provide a new or expand an existing middle/intermediate school,"Sufficient funds are requested for the design and construction of a soundproofing project at the PS 321 gymnasium at 180 7th Avenue in Park Slope. The poor acoustics in the gymnasium prevents it from being effectively used a multi-purpose space in a school that is historically crowded and in need of additional space. A relatively small project to soundproof the gymnasium would enhance school space utilization, making it more suitable for a wider variety of uses.",,,,,,,,,,DOE,40,6,Unable to prioritize funding for this project request at this time.,NO LOCATION DATA,
974,206202424C,Brooklyn,3,06,306,BK 06,C, ,24,Traffic and traffic flow,"Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Sufficient funds are requested for the design and construction of a new park--Columbia Waterfront Park--on the City-owned properties along the westside of Columbia Street between Kane and Degraw Streets. These properties are currently in the Department of Transportation's portfolio but they have agreed to release them for the development of a future park to be built there. Much work has already gone into conceptualizing a park use of the space which, with an adequate budget, can be easily adapted into designs and construction plans.",,,,,,,,,,DPR,846,8,The Department of Parks and Recreation does not maintain this facility.,NO LOCATION DATA,
952,206202412E,Brooklyn,3,06,306,BK 06,E, ,12,Transportation infrastructure,Other expense budget request for SBS,"SBS: Sufficient funds are requested to support existing and enable additional groups to embark on feasibility studies and supportive planning activities to move toward the formation of additional Business Improvement Districts (BID) in appropriate commercial and industrial areas. BIDs are proven to be an asset for the City insofar as they provide needed administrative infrastructure designed to support local commerce at the neighborhood level. Furthermore, the expansion of BIDs from the traditional commercial into the industrial sector will enable the City to better protect the fragile manufacturing sector, which often produces higher wage paying jobs, with specialty skills, and reduces the cost of goods in the City by making us less reliant on imports.",,,,,,,,,,SBS,801,8,SBS is available to provide technical assistance. Please visit nyc.gov/SBS for more information.,NO LOCATION DATA,
953,206202413C,Brooklyn,3,06,306,BK 06,C, ,13,NYPD facilities and equipment,"Create a new, or renovate or upgrade an existing public library (BPL)","Funds in the amount of $3.0M are requested for the design and construction of roof and restoration of skylights ($1.0M) and exterior renovations ($2.0M) for the Park Slope branch library. The Park Slope library was recently reopened after an extensive interior renovation. This heavily-utilized branch and beloved community institution is one of the three landmarked Carnegie branches in the BPL system. A total exterior renovation would include brick work, refurbished wrought-iron fencing, stonework/repair of concrete entrance stairs, improved signage, landscaping, and sidewalk repair work.",,,,,,,,,,BPL,38,3,"The agency recommends funding this expense budget request in FY 2024, but at this time the availability of funds is uncertain.",NO LOCATION DATA,
964,206202418E,Brooklyn,3,06,306,BK 06,E, ,18,Transportation infrastructure,Other park maintenance and safety requests,"Sufficient funds are requested to restore Parks Recreation personnel to increase the inventory and range of recreation options available particularly to our teenage youth population. With fewer part-time job opportunities and shrinking afterschool programs we are looking to increase the number of constructive options for this population to keep them engaged in productive, supervised activities.",,,,,,,,,,DPR,846,5,The Parks Department would support this request for personnel.,NO LOCATION DATA,
963,206202418C,Brooklyn,3,06,306,BK 06,C, ,18,Programs to address other public health issues,Other transportation infrastructure requests,"Sufficient funds are requested to undertake a replacement of the existing standard-issue cobra head street lights with appropriate historic replica street lights in the neighborhoods of Cobble Hill and Carroll Gardens. Currently, only Atlantic Avenue, Clinton Street and Smith Street in these neighborhoods have such amenities. The balance of the neighborhood's street lights should be replaced to enhance and restore the historic integrity of these landmark districts and historically-sensitive areas.",,,,,,,,,,DOT,841,6,"Funds are unavailable for this project.  We recommend this project be brought to the attention of your elected officials, i.e. Borough President, Council/Assemblymember, or State Senator.",NO LOCATION DATA,
955,206202414C,Brooklyn,3,06,306,BK 06,C, ,14,Transportation infrastructure,Reconstruct streets,"Sufficient funds are requested to remediate the problems associated with the Brooklyn-Queens Expressway Trench running through our district parallel to Hicks Street. The BQE Trench inhibits local access and mobility between the Columbia Waterfront, Carroll Gardens and Cobble Hill neighborhoods. The concentration of traffic flowing through the trench creates vibrations, noise, odors and other air emissions that impact the residential communities adjacent to the trench. The trench provides opportunities to create new open space and expand resiliency measures (photovoltaics, storm water capture/diversion, etc.). Building on the momentum of a prior study's findings, remedies and opportunities must now be considered, funded and constructed.",,,,,,,,,,DOT,841,6,This is not in the City's budget jurisdiction.  Contact OMB's Community Board Unit.,NO LOCATION DATA,
956,206202414E,Brooklyn,3,06,306,BK 06,E, ,14,Park maintenance and safety,Provide more programs in parks or recreational centers,"Funds are requested for upgrades including resumption of the compost program at Red Hook Community Farms, a youth-led food justice program. Since curbside composting programs were cut due to the pandemic, the most-asked question at the farm has been ?Are you all accepting food scraps for composting?? Red Hook has no farmer?s market and so no access to even private food-scrap composting operations. As such, all food scraps are going to landfills (a city-wide increase of 100 million pounds / year) - food scraps that could instead be used to create rich compost at a local site that already has capacity and expertise, and increase community cohesion, youth empowerment to boot.",,,,,,,,,,DPR,846,6,This request is not recommended for funding.,NO LOCATION DATA,
957,206202415C,Brooklyn,3,06,306,BK 06,C, ,15,Garbage collection and recycling,"Provide more housing for special needs households, such as the formerly homeless","Sufficient funds are requested for the planning, site selection/acquisition, development and construction of affordable senior housing in the Carroll Gardens section of our district.",,,,,,,,,,HPD,806,3,The agency will try to accommodate this issue within existing resources.,NO LOCATION DATA,
958,206202415E,Brooklyn,3,06,306,BK 06,E, ,15,Transportation infrastructure,Other NYPD staff resources requests,"Reallocate budget resources to restore NYPD bicycle patrols. Bicycle patrols provide a lowcost option for policing that combines the best elements of vehicular access with flexible patrol routes. With increased bicycling, and the call for better enforcement of bicycling rules, it would also provide a more convenient way for police to engage other bicyclists in the proper education and enforcement of the rules of the road. Previous bicycle patrols involved the use of vouchered and donated bicycles making this a cost-effective program that should be reinstituted.",,,,,,,,,,NYPD,56,3,"Specific crime problems, drug activity and quality of life conditions should be brought to the attention of the local Precinct Commander.",NO LOCATION DATA,
959,206202416C,Brooklyn,3,06,306,BK 06,C, ,16,NYPD facilities and equipment,Other transportation infrastructure requests,"Sufficient funds are requested for the construction of traffic safety median islands in the Furman-Atlantic-Columbia transition area, the approach to Brooklyn Bridge Park's Pier 6 public park, and area growing in popularity and increasingly traveled by pedestrians and recreation users. Prior to the opening of Pier 6, this area was generally unused by pedestrians and was almost exclusively a southbound route used by commuters seeking to avoid the Brooklyn-Queens Expressway. Now, with the opening of Pier 6 and the two-way conversion of Furman Street, vehicular and pedestrian traffic patterns have completely altered the use and complexion of this bustling area. Immediate in- house improvements have done a lot to improve safety, at the cost of aesthetics.",,,,,,,,,,DOT,841,3,"Capital funding constraints, project capacity and City-wide priorities preclude this project at this time.",NO LOCATION DATA,
960,206202416E,Brooklyn,3,06,306,BK 06,E, ,16,Traffic and traffic flow,Other NYPD programs requests,"Sufficient funds are requested to provide for a substantial increase in dedicated Truck Enforcement Program personnel to meet the overwhelming demand in our community for aggressive truck enforcement. Adherence to Truck Routes is necessary to reduce conflicts with, and impact on residential safety and quality of life. To protect and preserve public safety, effective enforcement is needed to combat pervasive and dangerous violations. Clear, publicly visible truck route signage is also requested to help enforce these routes.",,,,,,,,,,NYPD,56,5,NYPD's total uniformed staffing levels depend on decisions made in the Preliminary and Executive Budget process.  Allocation of uniformed personnel is scheduled by the agency only after graduation of police classes from the Academy.,NO LOCATION DATA,
1032,207202429C,Brooklyn,3,07,307,BK 07,C,street,29,Environmental protection,Other capital budget request for DEP,Rehabilitate the sewer pipe and add green infrastructure on 33rd and 34th Street between 4th and 5th Avenues.,Street Name: 34th and 35th Streets    Cross Street 1: 4th Avenue  Cross Street 2: 4th Avenue,,34th and 35th Streets,34th 35th Streets,4th Avenue,4th Avenue,,,,DEP,826,9,This project is included in the ten-year plan.,GEOCODING FAILED,
966,206202419E,Brooklyn,3,06,306,BK 06,E, ,19,"Park, buildings, and access improvements",Provide more frequent garbage or recycling pick-up for schools and institutions,"Sufficient funds are requested to restore the frequency of litter basket service to a minimum of two collections per day, especially on weekends, along busy commercial corridors such as Van Brunt Street, Columbia Street, Court Street, Smith Street, 5th Avenue, 7th Avenue, Atlantic Avenue, and Flatbush Avenue. Overflowing litter baskets create additional work for the department in discretionary cleaning, contributes to the clogging of catch basins, and results in the unfair issuance of summonses to victims of the strewn litter. Litter on commercial strips negatively contributes to the consumer's shopping experience, detracts from the residents' quality of life, and forces the businesses to shoulder the burden for the City after the mess.",,,,,,,,,,DSNY,827,9,This program is currently funded and the Department of Sanitation recommends its continued support.,NO LOCATION DATA,
967,206202420C,Brooklyn,3,06,306,BK 06,C, ,20,Schools and educational facilities,Other NYPD facilities and equipment requests,"Sufficient funds are requested for the acquisition and deployment of Variable Message Boards (VMBs), at least one per precinct, to be used to advise the public of upcoming street closures, events, alerts and other vital information that would enhance public safety and preparedness. The strategic placement of VMBs can provide important directions, reduce traffic congestion, and otherwise assist NYPD in messaging information to the public. Precinct Commanders should have the flexibility to deploy VMBs as needed and in response to ongoing changing conditions within the precinct.",,,,,,,,,,NYPD,56,2,The agency will try to accommodate this issue within existing resources.,NO LOCATION DATA,
968,206202420E,Brooklyn,3,06,306,BK 06,E, ,20,FDNY facilities and equipment,Other traffic improvement requests,Sufficient funds are requested for restoration of full- time (non-seasonal) work gangs to respond to year- round routine maintenance calls for potholes and street depressions. There has been a noticeable decrease in productivity and increase in response times in this area attributable to significant loss of manpower. There has also been a significant delay in pothole response times during the winter-spring transition which could be remedied by maintaining more year-round personnel to respond to complaints.,,,,,,,,,,DOT,841,4,"Funds are unavailable for this project.  We recommend this project be brought to the attention of your elected officials, i.e. Borough President, Council/Assemblymember, or State Senator.",NO LOCATION DATA,
969,206202421C,Brooklyn,3,06,306,BK 06,C, ,21,Environmental protection,Invest in infrastructure that will support growth in commercial business districts,"Sufficient funds are requested for the planning and construction of a cross harbor freight tunnel to link New York and New Jersey by rail to 1) provide for the efficient movement of bulk goods through the region, 2) reduce the amount of truck traffic with its corresponding impacts on traffic volumes, air quality, public safety, etc., and 3) expand opportunities for economic growth in the region. Transportation is one of the most significant obstacles to growth in the region, as our bridges, tunnels and highways experience on a daily basis. Without taking advantage of the area's features - its waterfront and untapped rail potential - further economic growth in the region is threatened. Replacing truck use by rail and barge options should be our top priority. (REQUEST IS FOR PANYNJ!)",,,,,,,,,,EDC,802,8,Further study by the agency of this request is needed.,NO LOCATION DATA,
970,206202421E,Brooklyn,3,06,306,BK 06,E, ,21,Economic development investments,Animal and pest control requests including reducing rat and mosquito populations,"Sufficient funds are requested for the hire of additional Health/Pest Control Inspectors for initial field evaluations and compliance inspections. At least one inspector per Community Board ought to be assigned to eliminate bottlenecks in Pest Control servicing, ensure that annual inspections of Health- Licensed facilities can occur, improve agency's productivity and reduce response times for complaint investigation.",,,,,,,,,,DOHMH,816,7,More information is needed from the community board before making a funding decision. The community board should contact the agency.,NO LOCATION DATA,
3542,413202417C,Queens,4,13,413,QN 13,C,street,17,Ferries,Install Real Time Passenger Information signs,Install real time bus information signage.,Street Name: Jamaica Avenue & Springfield Boulevard,,Jamaica Avenue & Springfield Boulevard,Jamaica Avenue Springfield Boulevard,,,Queens Village Civic Association,,,DOT,841,3,"Funds are unavailable for this project.  We recommend this project be brought to the attention of your elected officials, i.e. Borough President, Council/Assemblymember, or State Senator.",GEOCODING FAILED,
971,206202422C,Brooklyn,3,06,306,BK 06,C, ,22,Public housing upgrades or renovations,Reconstruct streets,"Sufficient funds are requested for the acquisition, mapping, design and construction of a new City street which would extend Conover Street northward from Pioneer Street to Hamilton Avenue in Red Hook. This new street will not only provide additional capacity to handle the new traffic volumes destined for the cruise ship terminal under construction at Pier 12, but will also provide an alternative for the relocation of the Van Brunt Street leg of the City's local Truck Route network in Red Hook. It will ensure that the local street grid is not only not negatively impacted by the cruise terminal traffic but that it will benefit from relieving Van Brunt Street of trucks and removing the existing conflict by directing trucks closer to the industrial section of the neighborhood.",,,,,,,,,,DOT,841,6,The Borough Commissioner's office has reviewed this request.  This request has been denied. Please contact the B/C's office for further details.,NO LOCATION DATA,
992,207202404E,Brooklyn,3,07,307,BK 07,E, ,04,NYPD programs,Other community board facilities and staff requests,Increase community board budgets city-wide,,,,,,,,,,OMB,2,8,"As of the FY 2024 Preliminary Budget, each Community Board's budget is $257,507.",NO LOCATION DATA,
1027,207202425C,Brooklyn,3,07,307,BK 07,C, ,25,"Park, buildings, and access improvements",Invest in capital projects to improve access to waterfront,Build a ramp to replace stairson the 63rd Street walkway to the BAT buildings.  The stairs are not accessible.,,,,,,,,,,EDC,802,8,Further study by the agency of this request is needed.,NO LOCATION DATA,
1015,207202417E,Brooklyn,3,07,307,BK 07,E, ,17,"Library facilities, equipment and programs (BPL)",Expand bus service frequency or hours of operation,"Restore full funding for the B-37 bus to 3rd Avenue in CD 7, with 24 hour service",,,,,,,,,,NYCTA,998,10,More information is needed from the community board before making a funding decision. The community board should contact the agency.,NO LOCATION DATA,
972,206202422E,Brooklyn,3,06,306,BK 06,E, ,22,Transportation infrastructure,Other programs to address public health issues requests,"Expand the DOHMH?s healthy food access programs such as Shop Healthy, healthy corner stores, Green Carts and the FRESH programnto include Red Hook. Access to healthy affordable foods has long been a challenge for residents of Red Hook, but the neighborhood is not eligible for these healthy food access programs. : In the 2018 Community Health Needs and Assets Assessment by NYU Langone, Red Hook Initiative, Good Shephard Services and several other community partners, Healthy food options seem limited and too expensive to many Red Hook residents. 58% of survey respondents reported not having places in the neighborhood to buy affordable fresh fruits and vegetables.",,,,,,,,,,DOHMH,816,3,DOHMH is committed to helping New Yorkers live healthier lives and plans to contiue funding for obesity and physical activity programming contingent upon available resources.,NO LOCATION DATA,
973,206202423C,Brooklyn,3,06,306,BK 06,C, ,23,Transportation infrastructure,Provide new or upgrade existing sanitation garages or other sanitation infrastructure,"Sufficient funds are requested for the relocation of BK2 District Sanitation Garage and Broom Garage into the Community Board 2 district to comply with coterminality requirements of the Charter. In the interim, we encourage the department to explore alternatives at the current garage location at 127 2nd Avenue including the reconstruction of the existing garage (addition of a story?) to fully accommodate all fleet vehicles and equipment off the street and sidewalk and under one roof.",,,,,,,,,,DSNY,827,6,This request is not recommended for funding.,NO LOCATION DATA,
975,206202425C,Brooklyn,3,06,306,BK 06,C, ,25,Transportation infrastructure,Renovate other site component,"Funds in the amount of at least $150,000 are requested for the design and construction of a soundproofing project at the PS 39 cafeteria at 417 6th Avenue in Park Slope. The tiny cave-like basement cafeteria is the largest open space in the school. The low tin roof and cement walls do little to absorb the loud whir of giant freezers or the noise of the fans used to cool the space due to the lack of air conditioning and window space. When you add more than 350 students during lunchtime the sounds reverberate around the room. The noise drowns out any conversations happening at the tables. By adding wall & ceiling mounted sound panels, extraneous noise will be lessened to manageable levels.",,,,,,,,,,DOE,40,10,Unable to prioritize funding for this project request at this time.,NO LOCATION DATA,
3663,502202403C,SI,5,02,502,SI 02,C, ,03,Sanitation Enforcement,Other traffic improvement requests,Widen Richmond Road from Rockland Ave. to Morley Ave.using the Right of Way property surrounding the abandoned development.,,,,,,,,,,DOT,841,1,The requested study is/will be conducted by NYCDOT. The community board will be advised of the recommended course of action and associated funding needs arising at the conclusion of the study.,NO LOCATION DATA,
976,206202426C,Brooklyn,3,06,306,BK 06,C, ,CS,Transportation infrastructure,Other FDNY facilities and equipment requests,"Sufficient funds are requested to equip every firehouse with an emergency generator to ensure continuous electrical supply. Firehouses serve as cooling stations during heat emergencies and, in general, serve the public as a critical local public safety facility for emergency and medical services. Maintaining electrical supply is essential both from an operational standpoint and to maintain a high degree of public confidence in the department's ability to provide a safe haven during times of crisis. We lost service to one of our firehouses in Red Hook during Hurricane Sandy, and would suggest that this site become an immediate priority.",,,,,,,,,,FDNY,57,8,"Emergency generators are being installed throughout firehouses on a yearly basis, priority established by Fire Operations, funding is reliant on Federal Grants. Repairs and upgrades to facilities must be scheduled carefully so overall (and local/neighborhood) emergency response operations are not negatively impacted. Additionally, these requests must be prioritized so more critical issues (e.g., health and safety or operational response issues) are addressed first. We repair all facilities as resources and priorities allow.",NO LOCATION DATA,
977,206202427C,Brooklyn,3,06,306,BK 06,C, ,CS,Transportation infrastructure,Other capital budget request for DEP,"DEP: Sufficient funds are requested for the area wide installation of green infrastructure including, but not limited to, bioswales, offline retention capacities, rain barrels, pervious surface treatments, and other best management practices, to aggressively prevent storm water from entering into the sewer system. Reduction of storm water entry into the system is necessary to reduce the amount of Combined Sewer Overflow events that occur, particularly within the Gowanus watershed area.",,,,,,,,,,DEP,826,8,Further study by the agency of this request is needed.,NO LOCATION DATA,
978,206202428C,Brooklyn,3,06,306,BK 06,C, ,CS,Transit Infrastructure,Invest in capital projects to improve access to waterfront,"Sufficient funds are requested for the design and construction of a maritime cultural use at the Atlantic Basin, as we previously suggested, discussed and promised by EDC during and since the development of their Piers 6-12 study for the Brooklyn Waterfront. Many years have lapsed since the study, yet there is no cultural use in place despite the agency's commitments to the community. Funds are needed to provide suitable docking facilities, upland connections and necessary infrastructure (electrical, water, sewage, etc.) to support such a use.",,,,,,,,,,EDC,802,5,Securing funding for this request is outside of EDC's jurisdiction; please contact the agency if you have any questions about the EDC budget process.,NO LOCATION DATA,
1003,207202410C,Brooklyn,3,07,307,BK 07,C,street,10,Environmental protection,"Improve traffic and pedestrian safety, including traffic calming",Install pedestrian and speed cameras throughout CD 7,,,,,,,,,,DOT,841,3,Red Light Cameras are supported by NYCDOT; their placement locations are not disclosed to the public.  New legislation is required to implement this request.,NO LOCATION DATA,
979,206202429C,Brooklyn,3,06,306,BK 06,C, ,CS,"Park, buildings, and access improvements",Renovate or upgrade NYCHA community facilities or open space,"Sufficient funds are requested for a redesign and rehabilitation of the existing Wyckoff Gardens Community Center to allow for a more efficient and effective use of the space. Modernization should include but not be limited to such items as improved security system, new lighting/electrical systems, HVAC/plumbing upgrades, painting and masonry. A solar energy system should also be added to the rooftop as a sustainability and resiliency measure to enable the center to remain powered in the event of electrical grid disruption or failure.",,,,,,,,,,NYCHA,996,3,This request cannot be funded in FY 2024. Resubmit for consideration in FY 2025.,NO LOCATION DATA,
1021,207202420E,Brooklyn,3,07,307,BK 07,E, ,20,Schools and educational facilities,"Provide, expand, or enhance preventive services and community based alternatives for youth","Increase programmatic funding for youth-oriented diversion programs concerning drugs, crime, alcohol and gangs in CD 7.",,,,,,,,,,ACS,68,9,"ACS currently offers services for youth and families. Please contact the Office of Intergovernmental Affairs for additional information at 212-341-0999, or check our website at www.nyc.gov/acs.",NO LOCATION DATA,
981,206202431C,Brooklyn,3,06,306,BK 06,C,street,CS,Transportation infrastructure,Other transportation infrastructure requests,"Sufficient funds are requested to fully fund project #SEK20068 for preliminary design investigations, final design and ultimate repair of he 9th Street and Second Avenue corridors abutting the Gowanus Canal. Issues that need to be addressed include negative and insufficient curbs that have resulted in flooding and drainage problems, defective and missing sidewalks and episodic infrastructure failures on 2nd Ave. Frequent and substantial roadway ponding occurs along 9th Street--a mapped Coastal Evacuation Route--which, coupled with new and growing demands in pedestrian and vehicular traffic, requires that the street be a more reliable emergency traffic conveyor and able to withstand rainfall events without",,,,,,,,,,DEP,826,8,Further study by the agency of this request is needed.,NO LOCATION DATA,
982,206202432C,Brooklyn,3,06,306,BK 06,C, ,CS,Schools and educational facilities,"Improve traffic and pedestrian safety, including traffic calming","In conjunction with the city's infrastructure work being planned under HWK700B, sufficient funds are requested to undertake the design investigation and construction of appropriate amenities and traffic calming devices to facilitate the safe movement of pedestrians and traffic. Such amenities could include, but not be limited to, the reintroduction of cobblestone treatments, historic lighting, granite curbs, etc. The scope of the existing street reconstruction project should be expanded to include a full electrical upgrade for all of Red Hook with the goal of burying the vulnerable, above-ground electrical lines and ensuring that the grid is modern and able to withstand future events like Hurricane Sandy which plunged the area into darkness for months.",,,,,,,,,,DOT,841,7,More information is needed from the community board before making a funding decision. The community board should contact the agency.,NO LOCATION DATA,
983,206202433C,Brooklyn,3,06,306,BK 06,C, ,CS,Sewage and flooding,Reconstruct streets,"Sufficient funds are requested for the design and construction of new traffic medians on 4th Avenue between Pacific Street and 8th Streets that would improve pedestrian and vehicular safety along this busy traffic corridor. New medians would include protected pedestrian refuge areas and raised, planted medians with irrigation systems, that would prevent unsafe and unpredictable pedestrian behavior which occurs frequently and is likely a contributing cause to high accident rates along the corridor.",,,,,,,,,,DOT,841,1,This project is included in the ten-year plan.,NO LOCATION DATA,
984,206202434C,Brooklyn,3,06,306,BK 06,C, ,CS,Community board facilities and staff,Reconstruct streets,"Funds in the amount of $26,300,000 are requested to undertake a reconstruction of the Union Street Bridge (HBK1213), a double-leaf Scherzer Bascule bridge which spans the Gowanus Canal. This bridge received a FAIR rating yet is one of the few east-west connectors that provide access and mobility throughout our district. It is a vital corridor that links our waterfront to inland points. Deferred public investment increases the vulnerability of this structure as unanticipated structural failures may occur, resulting in increased cost and time of repair and unwarranted impacts on the surrounding community. We would also like a modified riding surface for the bicycle lane section of the bridge to make it safer and more comfortable for the cyclists who use this segment of the network.",,,,,,,,,,DOT,841,8,Further study by the agency of this request is needed.,NO LOCATION DATA,
985,207202401C,Brooklyn,3,07,307,BK 07,C, ,01,Other budget request,Reconstruct streets,"Allocate funds for the design and reconstruction of 3rd Avenue from 65th to 17th Street, to include all service roads, with safer pedestrian crossings and improved lighting at every intersection",Street Name: 3rd Avenue    Cross Street 1: 17th Street  Cross Street 2: 17th Street,,3rd Avenue,Avenue,17th Street,17th Street,,,,DOT,841,1,The agency will accommodate this issue within existing resources.,GEOCODING FAILED,
1005,207202411C,Brooklyn,3,07,307,BK 07,C,site,11,Community board facilities and staff,Other capital budget request,"Install infrastructure to provide free wifi access to all of CD 7. The limited drop down menu doesn't cover this request, only allowing this request to be made for our office.",,,,,,,,,,DoiTT,858,10,This request is not DoITT specific.,NO LOCATION DATA,
1034,207202431C,Brooklyn,3,07,307,BK 07,C, ,31,Transportation infrastructure,Reconstruct streets,Fund the reconstruction of 39th Street from 2nd Avenue to the western terminus,,,,,,,,,,DOT,841,4,This project is in design by EDC.,NO LOCATION DATA,
3545,413202420C,Queens,4,13,413,QN 13,C, ,CS,Environmental protection,"Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)",Construction of the The Reading Garden.,Site Name: P S 133 Playground (Bellerose),P S 133 Playground (Bellerose),,,,,Bellerose Commonwealth Civic Association,,,DPR,846,7,More information is needed from the community board before making a funding decision. The community board should contact the agency.,geosupport_1B_place,0104000020E61000000100000001010000004354E1CFF06D52C026E1421EC15D4440
994,207202405E,Brooklyn,3,07,307,BK 07,E, ,05,Transit Service,Hire additional crossing guards,"Increase school crossing guard personnel in CD 7 and increase hours to reflect afterschool programs.  Our population has grown by 50% in two decades and we have many more schools, charters and pre-K programs, but our crossing guard personnel has remained at 40 throughout.  Several children have been hit at unguarded crossing in the past few years in this community, with at least four deaths.  The allocation formula has never been explained.",,,,,,,,,,NYPD,56,3,"Based on the latest budget, the NYPD has a specific budgeted headcount.  The agency is working on filling vacancies in order to get to that headcount.",NO LOCATION DATA,
996,207202406E,Brooklyn,3,07,307,BK 07,E, ,06,Educational programs,"Provide, expand, or enhance primary prevention services to strengthen families","Increase day care slots in CD 7.  The community's need has increased significantly, but we have lost seats due to competition for space.  Head Start had to move for a new public school and lost half its slots in the process.  The popular BAT Kids contract was not renewed  and the space was used for Pre-K.",,,,,,,,,,DOE,40,8,Contact the Community Board Unit at OMB for information regarding this request.,NO LOCATION DATA,
