address,agency,bbl,bin,borough,bridgeid,category,description,mappable,maprojid,origin,parkid,parkname,zipcode
,DOT,,,,, , RE- ALIGN ROCKLAND AVE AT MANOR RD/MEISNER AVE               ,Yes - Consult with DDC,850HWR1160,unmapped,,,
,DOT,,,,, Fixed Asset, RECON OF ROCKAWAY PARKWAY-BROOKLYN                           ,No - Can be in future,841HWK874,unmapped,,,
,DOT,,,,, Fixed Asset, RECON OFSIDEWALKS AND STREET LIGHTS IN BROOKLYN(SIM)         ,No - Can be in future,841HWSIDEST,unmapped,,,
,DOT,,,,, Fixed Asset," RECONST WILLIAMSBRIDGE ROAD: ADEE AVE TO ARNOW AVE, ETC      ",No - Can be in future,841HWX870,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Bayview Avenue - Hurricane Sandy           ,Yes - Consult with DDC,850SANDHW33,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Gerritsen Beach - Hurricane Sandy          ,Yes - Consult with DDC,850SAND13GB,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Lights in Parks PHASE II - Hurricane Sand  ,No - Can be in future,841SANDSTPK2,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Midland Beach - Hurricane Sandy            ,Yes - Consult with DDC,850SANDHW29,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Moore Street- Hurricane Sandy              ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",801SANDHWMO,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Perry Street-Hurricane Sandy               ,Yes - Consult with DDC,850SANDHW05,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Promenade Ave - Hurricane Sandy            ,Yes - Consult with DDC,850SANDHW32,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of Red Hook- Hurricane Sandy                  ,Yes - Consult with DDC,850SANDHW02,unmapped,,,
,DOT,,,,, Fixed Asset," Reconstruction of Roma,Hett,Etc - Hurricane Sandy            ",Yes - Consult with DDC,850SAND669C,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction of West 205th Street - Hurricane Sandy        ,Yes - Consult with DDC,850SANDHW23,unmapped,,,
,DOT,,,,, Fixed Asset, Reconstruction Signal & St. Lights in Rockaway Area-Sandy    ,No - Can be in future,841SANDROCKY,unmapped,,,
,DOT,,,,, Fixed Asset, Rehab of Movable Bridges Citywide - Sandy                    ,Yes - Multi-site,841SANDHB002,unmapped,,,
,DOT,,,,, Fixed Asset, Rehabilitation of Pedestrian Ramps - Manhattan               ,Yes - Consult with DDC,850HWPR16M,unmapped,,,
,DOT,,,,, Fixed Asset, Rehabilitation of Pedestrian Ramps - Manhattan               ,Yes - Consult with DDC,850HWP2016M2,unmapped,,,
,DOT,,,,, Fixed Asset, Rehabilitation of Pedestrian Ramps - Manhattan               ,Yes - Consult with DDC,850HWP2016M3,unmapped,,,
,DOT,,,,, Fixed Asset, Rehabilitation of Pedestrian Ramps - Manhattan               ,Yes - Consult with DDC,850HWP2016M1,unmapped,,,
,DOT,,,,, , Rent-to-Own (Phase II)                                       ,,111TD18RTOVE,unmapped,,,
,DOT,,,,, Fixed Asset, REPLACE AND INSTALL ST LG IN FASHION CENTER BUSINESS IMPRV   ,No - Can be in future,841TFD503M27,unmapped,,,
,DOT,,,,, Fixed Asset, REPLACEMENT OF DOT FACILITIES-HURRICANE SANDY                ,No - Can be in future,841SANDHWFAC,unmapped,,,
,DOT,,,,,Fixed Asset," REPLACEMENT OF HPS STREET LIGHTS WITH LED,BROOKLYN",No - Can be in future,841ACEDOT401,unmapped,,,
,DOT,,,,, Fixed Asset, REPLACEMENT OF LAMPOST AT W.95TH ST                          ,No - Can be in future,841TFM50318,unmapped,,,
,DOT,,,,, Fixed Asset," Replacement of Park, Highway and Flood Lights with LEDs      ",No - Can be in future,841ACEDOT504,unmapped,,,
,DOT,,,,, Fixed Asset, Replacement of Water Mains in Avenue S                       ,Yes - Consult with DDC,850BED-809,unmapped,,,
,DOT,,,,, Fixed Asset, Replacing 8 WMs in 234th-237th Sts (WFF)                     ,Yes - Consult with DDC,850QED-1017,unmapped,,,
,DOT,,,,, Fixed Asset, Replcing 12 & 8 WM in 217th-235th STs ( WFF)                 ,Yes - Consult with DDC,850QED-1018,unmapped,,,
,DOT,,,,, Fixed Asset, Replcmnt of Water Mains in former Jamaica Water Supply area  ,Yes - Consult with DDC,850QED-1022,unmapped,,,
,DOT,,,,, Fixed Asset, RESTORATION &REPLACEMENT OF DOT FACILITIES HURRICANE SANDY   ,No - Can be in future,850SANDFACLY,unmapped,,,
,DOT,,,,, Fixed Asset, RETAINING WALL - Cross Island Parkway S/B Before 100th Ave   ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",850RWQ009,unmapped,,,
,DOT,,,,, Fixed Asset, RETAINING WALL - PALISADE AV                                 ,Yes - Consult with DDC,850RWX007,unmapped,,,
,DOT,,,,, , Richmond Valley Road                                         ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",850HWR00512,unmapped,,,
,DOT,,,,, , ROCK-SOCKETED STEEL MOORING PILES                            ,No - Can be in future,841SANDRF10,unmapped,,,
,DOT,,,,, Fixed Asset, ROOSEVELT AVENUE STREET LIGHTING                             ,No - Can be in future,841TFD503-04,unmapped,,,
,DOT,,,,, Fixed Asset, SANDY CONDUIT ADDITIONAL CITY-WIDE WORK                      ,No - Can be in future,841SANDCONDU,unmapped,,,
,DOT,,,,, Fixed Asset, Sandy Conduit Replacement - Citywide                         ,Yes - Consult with DDC,850SANDCONDC,unmapped,,,
,DOT,,,,, Fixed Asset, SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPAS     ,No - Can be in future,841SANDHB2U,unmapped,,,
,DOT,,,,, Fixed Asset, SANDY ER FOR FDR 18TH TO 25TH STREET                         ,No - Can be in future,841SANDHBFDR,unmapped,,,
,DOT,,,,, Fixed Asset, Second Avenue Street lights                                  ,No - Can be in future,841TFD503M29,unmapped,,,
,DOT,,,,, Fixed Asset, SIF FACILITIES RESTORATION & REPLACEMENT - HURRICANE SANDY   ,Yes - Multi-site,841SANDSIFMF,unmapped,,,
,DOT,,,,, , SIM ZIM-MIXER                                                ,No - Can never be mapped,111SIMEQUIPR,unmapped,,,
,DOT,,,,, Fixed Asset, Simple & Complex Ped Ramps - Staten Island                   ,Yes - Consult with DDC,850HWP15RSC,unmapped,,,
,DOT,,,,, Fixed Asset," Simple, Complex & Landmark Ped Ramps - Bronx and Manhattan   ",Yes - Consult with DDC,850HWP15XMCL,unmapped,,,
,DOT,,,,, Fixed Asset," Simple, Complex, & Landmark Ped Ramps - Brooklyn             ",Yes - Consult with DDC,850HWP15KCL,unmapped,,,
,DOT,,,,, Fixed Asset, SoHo Square Decorative lighting                              ,No - Can be in future,841TFD503M28,unmapped,,,
,DOT,,,,, Fixed Asset, South Street Reconstruction                                  ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",801SSRECON,unmapped,,,
,DOT,,,,, Fixed Asset," Springfield Gardens Residential Area, Reconstruction         ","Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",801HWQ662D,unmapped,,,
,DOT,,,,, Fixed Asset," Springfield Gardens Residential Area, Reconstruction         ","Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",801HWQ662D1,unmapped,,,
,DOT,,,,, , St George-Richmond Terrace Intersection Improvements         ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWR700,unmapped,,,
,DOT,,,,, , St. Paul/Van Duzer                                           ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWR701,unmapped,,,
,DOT,,,,, Fixed Asset, STEP STREET REHABILITATION                                   ,No - Can never be mapped,841HWSTEP04,unmapped,,,
,DOT,,,,, Fixed Asset, STORM & SAN SEWERS IN N.B WHITESTONE EXPWY SERV RD PHASE 1   ,Yes - Consult with DDC,850SE-809,unmapped,,,
,DOT,,,,, Fixed Asset, STREET LIGHTING ANNUAL CONSTRUCTION-FY14                     ,No - Can be in future,841GEAN-2013,unmapped,,,
,DOT,,,,, Fixed Asset, Street Lights Highways- Sandy                                ,No - Can be in future,841SANDGEHPD,unmapped,,,
,DOT,,,,, Fixed Asset, Street Reconstruction in Community Board 14                  ,No - Can be in future,841HWD10113,unmapped,,,
,DOT,,,,, Fixed Asset, Strickland Avenue - Reconstruction                           ,No - Can be in future,841HWD10110,unmapped,,,
,DOT,,,,, , TEN YR COMP                                                  ,No - Can never be mapped,841HBR10COMP,unmapped,,,
,DOT,,,,, , Thermoplastic Markings                                       ,No - Can be in future,841TF01TPM16,unmapped,,,
,DOT,,,,, , Thermoplastic Markings -FY18                                 ,No - Can be in future,841TF01TPM18,unmapped,,,
,DOT,,,,, , THERMOPLASTIC MARKINGS-TEN YEARS                             ,No - Can never be mapped,841TFMARKLMP,unmapped,,,
,DOT,,,,, , Traffic projects                                             ,No - Can never be mapped,841TFLUMP,unmapped,,,
,DOT,,,,, Fixed Asset," TRAFFIC SIGNALS SAFETY, CITYWIDE                             ",No - Can be in future,841SIGNALSFY,unmapped,,,
,DOT,,,,, Fixed Asset," Traffic Signals Safety, Citywide FY16                        ",No - Can be in future,841SIGNALS2,unmapped,,,
,DOT,,,,, Fixed Asset, TRANSIT SIGNAL PRIORITY-2030                                 ,No - Can never be mapped,841PLANTRANS,unmapped,,,
,DOT,,,,2267240, Fixed Asset, Trans-Manhattan Expressway BIN 2267240                       ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBMA26724,unmapped,,,
,DOT,,,,, Fixed Asset," TRUNK MAIN IN W60 ST, W.E. AVE TO COLUMBUS AV                ",Yes - Consult with DDC,850MED-609,unmapped,,,
,DOT,,,,, Fixed Asset, Ugrade lighting on Roosevelt Ave betw 82nd and 90th Streets  ,No - Can be in future,841TFD503Q30,unmapped,,,
,DOT,,,,, Fixed Asset, Union Street Beautification                                  ,No - Can be in future,841HWDMM011,unmapped,,,
,DOT,,,,, , Union Turnpike Curb Repair                                   ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWQ1193,unmapped,,,
,DOT,,,,, , Universal Legal Search                                       ,No - Can never be mapped,841TD19-9911,unmapped,,,
,DOT,,,,, , Upgrades within the Bayside BID                              ,No - Can be in future,841HWD10323,unmapped,,,
,DOT,,,,, Fixed Asset, VANDERBILT AVE MERCHANTS DISTRICT/PHNDC: ELEGANT STREET L    ,No - Can be in future,841TFKVANDMD,unmapped,,,
,DOT,,,,, Fixed Asset, Various ITS Replacements - Sandy                             ,No - Can be in future,841SANDTFITS,unmapped,,,
,DOT,,,,, Fixed Asset, Vernon Boulevard Bulkhead Replacement                        ,No - Can be in future,801HWQ1191,unmapped,,,
,DOT,,,,, Fixed Asset, Victory Boulevard/ Minthorne St Pedestrian Improvements      ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWR702,unmapped,,,
,DOT,,,,2246710, Fixed Asset, W. 153RD ST. OVER A.C. POWELL BLVD. 2-24671                  ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBM1145B,unmapped,,,
,DOT,,,,, Fixed Asset, Walk of Fame -- Walk of Fame installation in CD 8            ,No - Can be in future,841HWD10216,unmapped,,,
,DOT,,,,, Fixed Asset, Water Main replacement in Farmers Blvd.                      ,Yes - Consult with DDC,850QED-1021,unmapped,,,
,DOT,,,,, Fixed Asset, Water main replacement in Queens Blvd                        ,Yes - Consult with DDC,850QED-1036,unmapped,,,
,DOT,,,,, Fixed Asset, Water Street - Whitehall Plaza                               ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWPLZ011M,unmapped,,,
,DOT,,,,224501B, Fixed Asset, WEST 33RD STREET / AMTRAK 30 ST BRANCH 2-24501-B             ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBM1184,unmapped,,,
,DOT,,,,224501F, Fixed Asset, WEST 36TH STREET / AMTRAK ST BRANCH 2-24501-F                ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBM1187,unmapped,,,
,DOT,1000020001.0,,,, Fixed Asset, WHITEHALL SLIP 1 GIRDER RECONSTRUCTION                       ,Yes - Single Building,841FAWHTGIRD,unmapped,,,
,DOT,,,,, , Willets Point - Van Wyck Improvements                        ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",801HWQWILLET,unmapped,,,
,DOT,,,,2240039, Fixed Asset, WILLIAMSBURG BR (#7 NEW) MAIN BRIDGE REHABILITATION          ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841BRC253C,unmapped,,,
,DOT,,,,, Fixed Asset, Woodhaven Blvd Segment A                                     ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",850HWQ100SBA,unmapped,,,
,DOT,,,,, Fixed Asset, WORLD TRADE CENTER AREA 11                                   ,Yes - Consult with DDC,841HWMWTC11,unmapped,,,
,DPR,,,,,,High Line - Section 2,No - Can be in future,801HIGHLINE2,mapped,,,
,DPR,,,,,,NEW BRIGHTON EIS,No - Can never be mapped,801NBRIGHT,mapped,,,
,DPR,,,,,,Cyclone Stadium - stadium upgrades,Yes - Single Park,801P-2CYCLON,mapped,,,
,DPR,,,,,,GPWB - Box Street and Newtown Barge Parks,Yes - Multi-site,801P-2GPWB07,mapped,,,
,DPR,,,,,,GPWB- Bayside Demolition,No - Can be in future,801P-2GPWB24,mapped,,,
,DPR,,,,,,NEW BRIGHTON EIS,No - Can never be mapped,801SANDY2-24,mapped,,,
,DPR,,,,,,Waring Plgd Basketball Courts Recon (X002-,No - Can be in future,846P-103WPBC,mapped,,,
,DPR,,,,,,Highbridge Recreation Center X261-193/493,Yes - Single Park,846P-104HIGH,mapped,,,
,DPR,,,,,,Highbridge Greenway promenade,No - Can be in future,846P-104HPRM,mapped,,,
,DPR,,,,,,Bronx River Alliance - signage,No - Can be in future,846P-106BXAL,mapped,,,
,DPR,,,,,,Orchard Beach Pavillion & Ancillary Reconstruction,No - Can be in future,846P-1ORCHPA,mapped,,,
,DPR,,,,,,BROOKLYN WAR MEMORIAL RC B113,Yes - Single Park,846P-202BWAR,mapped,,,
,DPR,,,,,,WASHINGTON PK OLD STONE ANNEX B111,No - Can never be mapped,846P-206OLDS,mapped,,,
,DPR,,,,,,4TH AVENUE MEDIAN RECONSTRUCTION AND PLANNING EFFORTS,No - Can never be mapped,846P-210CC29,mapped,,Not Parks Property,
,DPR,,,,,,Shore Pkwy Bike Path -Plumb Beach-BG-613M,Yes - Single Park,846P-218BRGM,mapped,,,
,DPR,,,,,,SEBA PLGD COMF STAT CONSTR (SEASONAL) B057-108M-408M,Yes - Single Park,846P-218D17F,mapped,,,
,DPR,,,,,,BROOKLYN - BOILERS & HVAC SYSTEMS B073-111M,Yes - Single Park,846P-2BOIL1A,mapped,,,
,DPR,,,,,,Gateway Estates - design,No - Can never be mapped,846P-2GATEW3,mapped,,,
,DPR,,,,,,Gateway Estates-Cleveland Park design-ph II B547-114M/214M,No - Can never be mapped,846P-2GATEW5,mapped,,,
,DPR,,,,,,GPWB - Motiva acquisition,Yes - Single Park,846P-2GPWB20,mapped,,,
,DPR,,,,,,GPWB -BAYSIDE SITE INVESTIG. ENVIR. MONITOR & REMED.,No - Can be in future,846P-2GPWB23,mapped,,,
,DPR,,,,,,SEAGATE SHORELINE REMEDIATION,No - Can be in future,846P-2SEAGTE,mapped,,,
,DPR,,,,,,Brooklyn Strand Project,No - Can be in future,846P-2STRAND,mapped,B113A,Cadman Plaza Park,
,DPR,,,,,,CITY PARKS FOUNDATION-TENNIS BUBBLE,No - Can be in future,846P-4CPKSTB,mapped,Q099,Flushing Meadows Corona Park,
,DPR,,,,,,ALLEN STREET COMFORT STATION LMDC,No - Can be in future,846P-303ASCS,mapped,M004,Allen Mall One,
,DPR,,,,,,BRC Senior Center Doors & Windows M105-,No - Can be in future,846P-303BRCS,mapped,,,
,DPR,,,,,,Chelsea Waterside Park RC,No - Can never be mapped,846P-303CHWP,mapped,,Not Parks Property,
,DPR,,,,,,AMNH SIDEWALKS PERIMETER STONE REPLACEMENT M053-107M,Yes - Single Park,846P-307AMNH,mapped,,,
,DPR,,,,,,EAST 90TH ST PIER EXPANSION,No - Can be in future,846P-308PIER,mapped,M108T01,East River Esplanade,
,DPR,,,,,,DYCKMAN MARINA ECO DOCK RC M028,No - Can be in future,846P-312DMAR,mapped,,,
,DPR,,,,,,Morris Jumel Mansion - exterior renovation M073-108M,Yes - Single Park,846P-312MJME,mapped,,,
,DPR,,,,,,WARDS ISLAND 5BORO MAINTENANCE FACILITY CONS M107-110M,No - Can be in future,846P-35BMAIN,mapped,,,
,DPR,,,,,,Community Garden on 143 Street- Acquisition,No - Can be in future,846P-3CG143S,mapped,,Not Parks Property,
,DPR,,,,,,"Reconstruction of Dyckman ballfields, Manhattan",No - Can be in future,846P-3DYCKMN,mapped,,,
,DPR,,,,,,HRP - Chelsea Waterside Park Restore Safety Surface,No - Can never be mapped,846P-3HRPCWP,mapped,,Not Parks Property,
,DPR,,,,,,RIVERBANK STATE PARK -COMMUNITY GREENHOUSE,No - Can be in future,846P-3RIVERS,mapped,,Not Parks Property,
,DPR,,,,,,FY09 Playgrounds (M071-209M),Yes - Single Park,846P-3PLGR9E,mapped,,,
,DPR,,,,,,Wildlife Conservation Society Farm Fence,No - Can be in future,846P-400ZO18,mapped,Q099,Flushing Meadows Corona Park,
,DPR,,,,,,Charybdis PG Spray Shower R/C,No - Can never be mapped,846P-401CBDS,mapped,,,
,DPR,,,,,,LITTLE BAY PARK C/S & PARKING LOT ELECTRICAL Q010-212M,Yes - Single Park,846P-407LBC2,mapped,Q010A,Little Bay Park,
,DPR,,,,,,LITTLE BAY PARK C/S & PARKING LOT PLUMBING Q010-312M,Yes - Single Park,846P-407LBC3,mapped,Q010A,Little Bay Park,
,DPR,,,,,,MARTINS FIELD CONS OF MONUMENT Q017,No - Can be in future,846P-407MFL2,mapped,,,
,DPR,,,,,,SOBELSOHN C/S,Yes - Single Park,846P-409SOB2,mapped,,,
,DPR,,,,,,ALLEY POND ENVIRONMENTAL CENTER & CONS. OF ANNEX Q001-110,Yes - Single Park,846P-411APE2,mapped,,,
,DPR,,,,,,VIC HANSON/JHS 72 PLGD RC Q352,No - Can never be mapped,846P-413JH72,mapped,,,
,DPR,,,,,,FY12 Queens Boardwalks (FEMA Funded) Q162-212M,Yes - Single Park,846P-4BWALK1,mapped,,,
,DPR,,,,,,Little Bush Park Playground R/C,No - Can be in future,846P-4LTLBSH,mapped,,,
,DPR,,,,,,Blissenbach Marina-Demolition R160-113M,Yes - Single Park,846P-501BLIS,mapped,,,
,DPR,,,,,,MIDLAND BEACH PROMENADE ENTRY PLAZA & PARKING LT R046-107MA2,Yes - Single Park,846P-502CTPK,mapped,,,
,DPR,,,,,,NEW DORP BEACH (126 CEDAR GROVE AVE) KITCHEN RC,Yes - Single Park,846P-502NDPK,mapped,R016,Great Kills Park,
,DPR,,,,,,STATEN ISLAND BOARDWALK RC,No - Can be in future,846P-5BWRECO,mapped,,,
,DPR,,,,,,Midland Bch Emergency Protection,No - Can never be mapped,846P-5MIDBCH,mapped,,,
,DPR,,,,,,"5 Boro Relocation - 850 East 138th street, Bronx",No - Can be in future,846P-65BORO,mapped,,,
,DPR,,,,,,CPI PH 1 - Decom. Comfort Stations RC - Queens,No - Can never be mapped,846P-6BLQN15,mapped,,,
,DPR,,,,,,CPI PH 1 - Decom. Comfort Stations (BX & MN) CNYG-1314M,No - Can never be mapped,846P-6BLXM15,mapped,,,
,DPR,,,,,,Hammond's Cove Marina,No - Can be in future,846SANDY1-10,mapped,,,
,DPR,,,,,,CI Beach & Boardwalk - West 25 ST Maint Office Boiler,No - Can be in future,846SANDY2-27,mapped,,,
,DPR,,,,,,Hudson River Yacht Club,No - Can be in future,846SANDY2-30,mapped,,,
,DPR,,,,,,Diamond Point Yacht Club,No - Can be in future,846SANDY2-31,mapped,,,
,DPR,,,,,,Sandy - Midget Squadron Yacht Club,No - Can be in future,846SANDY2-33,mapped,,,
,DPR,,,,,,Paerdegat Athletic Center - Remaining Scope,No - Can be in future,846SANDY2-35,mapped,B406,Paerdegat Basin Park,
,DPR,,,,,,SANDY-Dock at 79 Street Boat Basin M071-310M,Yes - Single Park,846SANDY3-14,mapped,,,
,DPR,,,,,,SANDY- Joe Michael's Mile Promenade,Yes - Single Park,846SANDY4-12,mapped,,,
,DPR,,,,,,Joe Michael's Mile/Little Bay Revetment,No - Can be in future,846SANDY4-27,mapped,Q135,Cross Island Parkway,
,DPR,,,,,,"Sandy-R/C of S.Bch-SaturnPlgr, RG-212M WO 2",Yes - Single Park,846SANDY5-33,mapped,,,
,DPR,,,,,,Midland Beach Bath House,No - Can be in future,846SANDY5-47,mapped,,,
,DPR,,,,,,CROMWELL CENTER,Yes - Single Park,850P3CROMNEW,mapped,,,
,DPR,,,,,,Crotona Park - Security Cameras,No - Can never be mapped,056P-103CCAM,mapped,,,
,DPR,,,,,,Yankee Stadium Water Main,No - Can be in future,801P-1YANKWM,mapped,,,
,DPR,,,,,,GPWB - Newtown Barge Park,Yes - Single Park,801P-2GPWNB,mapped,,,
,DPR,,,,,,New Yankee Stadium,Yes - Single Park,801P-6NEWYN1,mapped,,,
,DPR,,,,,,New Yankee Stadium - Associated Soft Costs,Yes - Single Park,801P-6NEWYN2,mapped,,,
,DPR,,,,,,Prospect Park Lakeside Center,Yes - Single Park,801PROSPPLC,mapped,,,
,DPR,,,,,,Randall's Island - Bronx Shore Fields,Yes - Single Park,801RANDBXSHO,mapped,,,
,DPR,,,,,,Randall's Island Sports Fields,Yes - Single Park,801RANDISSF,mapped,,,
,DPR,,,,,,Randall's Island Salt Marsh,Yes - Single Park,801RISALTMAR,mapped,,,
,DPR,,,,,,Sandy - Rockaway Beach: Long-Term RC,Yes - Multi-site,801SANDY4-03,mapped,,,
,DPR,,,,,,Sunset Park Waterfront Redevelopment,No - Can be in future,801SUNSETPAR,mapped,BT15,Bush Terminal Park,
,DPR,,,,,,"Demolition of 1684 Richmond Terrace, Staten Island",Yes - Single Park,806DEMODPRRT,mapped,,,
,DPR,,,,,,"RECONSTRUCT HILL DRIVE BRIDGE OVER PROSPECT PK LAKE, BROOKLY",Yes - Single Park,841HBK1206,mapped,,,
,DPR,,,,,,Drake Park Reconstuction,No - Can be in future,846P-102DRAK,mapped,,,
,DPR,,,,,,Hunts Point - Riverside Park - Dock Repair - phase 2,No - Can be in future,846P-102HNT2,mapped,,,
,DPR,,,,,,CPI PH2 - Ogden Plimpton Playground - RC,No - Can never be mapped,846P-104OGPM,mapped,,,
,DPR,,,,,,Davidson Playground renovation,No - Can never be mapped,846P-105DAVD,mapped,,Not Parks Property,
,DPR,,,,,,RIVERDALE PARK-WETLANDS & SLOPES / X142-101M,Yes - Single Park,846P-108RIVE,mapped,,,
,DPR,,,,,,Van Cortlandt Park Trails Recon (X092-,No - Can be in future,846P-108VCPT,mapped,,,
,DPR,,,,,,Soundview Park field house - X118-301M/601M,Yes - Single Park,846P-109FHSP,mapped,,,
,DPR,,,,,,Noble Playground - RC Comfort Station X123,No - Can be in future,846P-109NBLE,mapped,,,
,DPR,,,,,,Asphalt Green- Pool Filter Upgrades,No - Can be in future,846P-308AG02,mapped,,,
,DPR,,,,,,Loreto Park - Recon Soccer field Asphalt to Turf (X163-,No - Can be in future,846P-111LRTO,mapped,,,
,DPR,,,,,,River Avenue Park comfort station,No - Can be in future,846P-111RVC1,mapped,X002,Bronx Park,
,DPR,,,,,,Reconstruct Tiffany Pier,No - Can never be mapped,846P-117TFPR,mapped,,,
,DPR,,,,,,Boilers & Heating @ Bronx Admin Bldg. Ranaqua (X002-207M),Yes - Single Park,846P-1BOIL07,mapped,,,
,DPR,,,,,,Bronx River Alliance - classroom furnishings X147-207M,No - Can never be mapped,846P-1BXRAFR,mapped,,,
,DPR,,,,,,"Security cameras at Bronx River House at Starlight Park, Br",No - Can never be mapped,846P-1BXRCAM,mapped,,,
,DPR,,,,,,NY Junior Tennis League - tennis educ center X010-111M,Yes - Single Park,846P-1BXTEN3,mapped,,,
,DPR,,,,,,Charlton Garden - Phase II X086-108M,Yes - Single Park,846P-1CHARLG,mapped,,,
,DPR,,,,,,Charlton Garden - rehab - X086-106MT,Yes - Single Park,846P-1CHARLT,mapped,,,
,DPR,,,,,,BRONX RIVER GNWAY: BIRCHALL/180TH ST CONNECTION X002-107M,Yes - Single Park,846P-1CROT02,mapped,,,
,DPR,,,,,,Putnam Trail - Acquisition of Right-of-Way,No - Can be in future,846P-1CROT05,mapped,,Not Parks Property,
,DPR,,,,,,PUGSLEY CREEK SALT MARSH & BUFFER RESTOR X088-506M&106M OMBP,Yes - Single Park,846P-1CROT12,mapped,,,
,DPR,,,,,,HARRIS PARK ATHLETIC FIELDS X136-106M,Yes - Single Park,846P-1CROT19,mapped,,,
,DPR,,,,,,VAN CORTLANDT PK: DISTRICT HQS & COMF STAT X092-106M,Yes - Single Park,846P-1CROT23,mapped,,,
,DPR,,,,,,STORY PLAYGROUND RC OF P. S. 100 X204-106M,Yes - Single Park,846P-1CROT42,mapped,,,
,DPR,,,,,,SEDGWICK PLAYGROUND X158-106M,Yes - Single Park,846P-1CROT51,mapped,,,
,DPR,,,,,,Ferry Point PK - Comfort Station X126-106M,Yes - Single Park,846P-1CROT66,mapped,,,
,DPR,,,,,,CROTONA BATHHOUSE - MEZZANINE INTERIOR X010-308MA1,No - Can never be mapped,846P-1CROT71,mapped,,,
,DPR,,,,,,Crotona Park Lake - X010-102M,Yes - Single Park,846P-1CROTOL,mapped,,,
,DPR,,,,,,Ferry Point Park-Community & Waterfront Pk-design X126-207M,No - Can never be mapped,846P-1FERRY4,mapped,,,
,DPR,,,,,,Ferry Point Golf Course Construction X126-109M,Yes - Single Park,846P-1FERRY6,mapped,,,
,DPR,,,,,,Ferry Point Park Golf Course - Consultant Svcs X126-308M,No - Can be in future,846P-1FERRYA,mapped,,,
,DPR,,,,,,Ferry Pt Golf Course - Negot. Acq of Dsgn & Const X126-312,No - Can never be mapped,846P-1FERY12,mapped,,,
,DPR,,,,,,Grant Park Roadbed to Pathway Conversion,No - Can be in future,846P-1GRNTPK,mapped,,,
,DPR,,,,,,PS 61(Fountain of Youth)plgd - perim fence &garden X233-111M,Yes - Single Park,846P-1JARDIN,mapped,,,
,DPR,,,,,,Jackson Forest Community Garden X319-109M,No - Can never be mapped,846P-1JGRDEN,mapped,,,
,DPR,,,,,,Kingsbridge Heights Community Center X250-109MA1,Yes - Single Park,846P-1KNGSBR,mapped,,,
,DPR,,,,,,Co-op City north ballfield - recreation lighting X251-10,Yes - Single Park,846P-1LTLELG,mapped,,,
,DPR,,,,,,OWEN DOLEN PK RC DAMAGED CHIMNEY X016-214M,Yes - Single Park,846P-1OWEND1,mapped,,,
,DPR,,,,,,Owen Dolen Park (Westchester Square) X016-109MA,Yes - Single Park,846P-1OWENDO,mapped,,,
,DPR,,,,,,St James Park - Recon two basketball courts XG-112M,Yes - Single Park,846P-1PL12A3,mapped,,,
,DPR,,,,,,PlaNYC- Soundview Park X118-108M,No - Can never be mapped,846P-1PNYC01,mapped,,,
