"Budget Code","Budget Code Name"
A645,"EDC Staff Time for ORR Resil - ADMIN","="""""
A540,"EDC Staff Time for ORR Studies - PLAN","="""""
1604,"EDC STATE EPF - DESIGN THE EDGE","="""""
1744,"EDC Staten Island Ballpark Stadium","="""""
3470,"EDC - STEPS to Care","="""""
3478,"EDC - STEPS to Care","="""""
0673,"EDC Street Vendors CD","="""""
1746,"EDC Summer Events","="""""
0729,"EDC Talent Portal","="""""
A602,"EDC Temps for HRO","="""""
0614,"EDC/TLC Environmental Impact Statement","="""""
1751,"EDC-TLC Loan Fund","="""""
0666,"EDC/TLC Taxi Cabs of the Future","="""""
1742,"EDC Transpar Contract","="""""
1768,"EDC Transportation Infrastructure","="""""
0660,"EDC Underground Railroad","="""""
CR40,"EDC Vaccination Incentives","="""""
1765,"EDC Vaccine Incentives","="""""
0682,"EDC Waterfront Inspections","="""""
0717,"EDC Waterfront Inspections","="""""
1766,"EDC Waterfront Maintenance","="""""
WSDG,"EDC WATER STREET CORRIDOR STREETSCAPE IM","="""""
0619,"EDC West Harlem Waterfront State Grant","="""""
0657,"EDC West Side Security","="""""
1749,"EDC Willets Point Development","="""""
1749,"EDC WIllets Point Development","="""""
0608,"EDC Willets Point State Grant","="""""
DENC,"EDEN 2 SCHOOL FOR AUTISTIC CHILDREN (15","="""""
EDIO,"EDEN II SCHOOL (15 BEACH ST, SI) GRANT T","="""""
EDV1,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, 94","="""""
ED23,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, SI","="""""
EDFE,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, SI","="""""
ED21,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, SI","="""""
EDEN,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, SI","="""""
ED2F,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, SI","="""""
ED22,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, SI","="""""
EDH2,"EDENWALD BRANCH LIBRARY, 1255 E 233RD ST","="""""
EDHV,"EDENWALD BRANCH LIBRARY, 1255 E 233RD ST","="""""
EDWA,"EDENWALD BRANCH LIBRARY, 1255 EAST 233 R","="""""
EDNW,"EDENWALD BRANCH LIBRARY, BX: EXTERIOR UP","="""""
EDN1,"EDENWALD BRANCH LIBRARY, BX: EXTERIOR UP","="""""
EDFA,"EDENWALD BRANCH LIBRARY, BX: INSTALLATIO","="""""
EDWA,"EDENWALD BRANCH LIBRARY, BX: LOCATED AT","="""""
GCD2,"EDENWALD BRANCH LIBRARY, BX & W. NEW BRI","="""""
GCX4,"EDENWALD BRANCH LIBRARY, BX & W. NEW BRI","="""""
GCX3,"EDENWALD BRANCH LIBRARY, BX & W. NEW BRI","="""""
BMS4,"EDENWALD BRANCH LIBRARY, NYPL: GEN'L REC","="""""
EDTF,"EDENWALD HOUSES, BX: CAPITAL SUBSIDY TO","="""""
EDG2,"EDENWALD HOUSES, BX: OWNED & OPERATED BY","="""""
EDGD,"EDENWALD HOUSES, BX: OWNED & OPERATED BY","="""""
EDTV,"EDENWALD HOUSES, NYCHA: E 225TH ST. AND","="""""
EDCR,"EDENWALD HSES, BX: CAPITAL SUBSIDY TO NY","="""""
EWSE,"EDENWALD LIBRARY, BX: PURCHASE AND INSTA","="""""
IEDE,"EDENWALD PLAYGROUND (SCHIEFFELIN AVE BTW","="""""
EDN3,"EDENWALD PLGD (SCHIEFFELIN AVE BTWN E 22","="""""
EDN2,"EDENWALD PLGD (SCHIEFFELIN AVE BTWN E 22","="""""
EDN1,"EDENWALD PLGRD, WEST OF SCHIEFFELIN AVE","="""""
EWYD,"EDENWALD YMCA, 1250 E 229TH ST, BX (BLOC","="""""
EWYX,"EDENWALD YMCA, 1250 E 229TH ST, BX (BLOC","="""""
N299,"EDERLE OPEN AIR AMPITHEATER FMP, QNS: MA","="""""
3500,EDGE,"="""""
3103,"EDGECOMBE CITY PROGRAM","="""""
EDG1,"EDGECOMBE PRESERVATION RESYNDICATION, LI","="""""
EDSU,"EDGEMERE PARTNERSHIP  HOMEOWNERSHIP PROJ","="""""
EDAF,"EDGEMERE URA ADVANCE PAYMENTS FOR URBAN","="""""
EDAF,"EDGEMERE URA ADVANCE PAYMENTS RELATED TO","="""""
EDIF,"EDGEMERE URA, QNS: INFRASTUCTURE CONSTRU","="""""
MHAC,"EDGEMERE URA SITES 1-20Z APPRAISAL, ACQ,","="""""
MHC5,"EDGEMERE URA SITES 21-40Z APPRAISAL, ACQ","="""""
MHHM,"EDGEMERE URA SITES 41-60Z APPRAISAL, ACQ","="""""
MHM4,"EDGEMERE URA SITES 61-80Z APPRAISAL, ACQ","="""""
ED02,"EDGEMERE URBAN RENEWAL AREA, PHASE 1: EA","="""""
B612,"EDGEMERE URBAN RENEWAL , INFRASTRUCTURE","="""""
2695,"EDGE/PERSONEL SERVICES","="""""
3401,"E-DISCOVERY GROUP","="""""
4005,"ED-IT TRAINING","="""""
A002,"ED-K001 INSTALLING, REMOVING OR RELOCATI","="""""
E231,"ED KOCH QUEENSBORO BRIDGE (QNS & MN) : R","="""""
2006,"EDP DATA CENTER","="""""
A124,"EDSI - FR","="""""
A123,"EDSI - SI","="""""
0160,"ED Staff for Projects","="""""
2008,"EDTF FED ASSET FORFEITURE","="""""
2007,"EDTF FED ASSET FORFEITURE","="""""
2013,"EDTF FED ASSET FORFEITURE","="""""
1004,"EDTF FED ASSET FORFEITURE PS","="""""
1007,"EDTF FED OT REIMBURSEMENT- PS","="""""
8000,"EDUCATIONAL AID PROGRAM","="""""
ALAN,"EDUCATIONAL ALLIANCE/14TH STREET Y, MN:","="""""
CHAN,"EDUCATIONAL BROADCASTING CORPORATION/WNE","="""""
2302,"Educational Campaign of Knife Awareness","="""""
2434,"EDUCATIONAL OPPORTUNITY CENTERS","="""""
1831,"EDUCATIONAL SUPPORT SERVICES -","="""""
EDUC,"EDUCATION AND ASSISTANCE CORP: PURCHASE","="""""
3151,"EDUCATION AND SOCIAL PLANNING","="""""
4603,"Education & Enforcement (NHTSA)","="""""
0411,"Education, Intergov Rel","="""""
S104,"EDUCATION JOBS BILL","="""""
S105,"EDUCATION JOBS BILL-2","="""""
S102,"EDUCATION JOBS BILL: FRINGE","="""""
0831,"EDUCATION SUPPORT SERVICES","="""""
1308,"EDUCATION UNIT PRIVATE DONATION","="""""
C071,"EDUC CONSTRUC CL A BLDG","="""""
S005,"EDU STABILIZATION FUND BMCC-STIMULUS","="""""
S002,"EDU STABILIZATION FUND BRONX-STIMULUS","="""""
S001,"EDU STABILIZATION FUND CENTRAL-STIMULUS","="""""
S006,"EDU STABILIZATION FUND HOSTOS-STIMULUS","="""""
S016,"EDU STABILIZATION FUND HUNTER C-STIMULUS","="""""
S008,"EDU STABILIZATION FUND HUNTER C-STIMULUS","="""""
S004,"EDU STABILIZATION FUND KINGS-STIMULUS","="""""
S007,"EDU STABILIZATION FUND LAGUARD-STIMULUS","="""""
S003,"EDU STABILIZATION FUND QUEENS-STIMULUS","="""""
EDWA,"EDWARD CURRY AVE, SI: STREETSCAPE IMPVTS","="""""
SIED,"EDWARD CURRY AVE, SI: STREETSCAPE IMPVTS","="""""
E048,"EDWARD HART ELEMENTARY, PS Q21, 147-36 2","="""""
GQ73,"EDWARD HART ELEMENTRAY, PS Q21, 147-36 2","="""""
5044,"Edward L. Grant Highway Improvements","="""""
5045,"Edward L. Grant Highway Imp - STATE","="""""
EDWN,"EDWIN GOULD RESIDENCE, MN: ART 16 GML GR","="""""
EGVN,"EDWIN GOULD SERVICES FOR CHILDREN &  FAM","="""""
0529,"EDWIN GOULD SERVICES-STEPS","="""""
0529,"EDWIN GOULD STEPS","="""""
E473,"EEFECT. OF URBAN RENEWAL PGM: PROV. OF F","="""""
BRYA,"E. ELMHURST II PARTNERSHIP: CAA FOR CONS","="""""
BROK,"E.ELMHURST PARTNERSHIP(SITE PR DEMOLITIO","="""""
6001,EEO,"="""""
1602,EEO,"="""""
0111,"EEO/ Active Aging","="""""
0220,EEOC,"="""""
1190,"EEO/Chief Diversity Office","="""""
1090,"EEO/Chief Diversity Office","="""""
0311,"EEO & DIVERSITY AFFAIRS","="""""
1100,"EEO & DIVERSITY AFFAIRS","="""""
1303,"EEO & LABOR RELATIONS","="""""
4097,"EEO UNIT","="""""
2900,"EEPC:State Archives&Records Admin Grant","="""""
8895,"EFAP FOOD FOR SURVIVAL","="""""
7895,"EFAP FOOD FOR SURVIVAL","="""""
K048,"EFC FINANCE OF PROJECTS: INST. OF BIOLOG","="""""
TWOD,"EFFECTUATING UR PGM: COSTS INCIDENTAL TO","="""""
NR96,"EFFECTUATION OF A URBAN RENEWAL PLAN, CI","="""""
E101,"E-GOV PROJECTS: CONSULTANT SERVICES FOR","="""""
FS51,"E. HARLEM HEALTH CTR, MN: COMPREHENSIVE","="""""
D938,"E HARLEM MULTI-SRVC CTR, MN. MISC IMP IN","="""""
MELD,"E. HARLEM TRIANGLE URA ARCHEAOLOGICAL ST","="""""
TRE1,"E. HARLEM TRIANGLE URA DEMOLITION OF URB","="""""
CR22,"EHV Emergency Housing Voucher IT","="""""
9148,"EI Admin - Non-MHy Exp (Mhy Fund)","="""""
5148,"EI Admin - Non-MHy Exp (Mhy Fund)","="""""
0880,"EIGHTY-EIGHTH PRECIN","="""""
0888,"EIGHTY EIGHT PCT FEDERAL","="""""
0818,"EIGHTY FIRST PCT FEDERAL","="""""
0810,"EIGHTY-FIRST PRECINC","="""""
0848,"EIGHTY FOURTH PCT FEDERAL","="""""
0840,"EIGHTY-FOURTH PRECIN","="""""
0838,"EIGHTY THIRD PCT FEDERAL","="""""
0830,"EIGHTY-THIRD PRECINC","="""""
3722,"Einstein Rockefeller CUNY Center for Aid","="""""
0501,"EIS (CDBG)","="""""
0500,"EIS (Tax Levy)","="""""
1830,"EITC Media Campaign","="""""
0507,EIU,"="""""
0529,"EIU 2/0's","="""""
N442,"EL 14A,15,16,17-CONST. P.S.","="""""
N439,"EL 14:ELTINGVILLE RICHMND HLPS CONSTRUCT","="""""
N433,"EL-18 CONINTRCPTR TUNNEL-WP136 CONSTRUCT","="""""
EKC1,"ELAINE KAUFMAN CULTURAL CENTER INC. (NFP","="""""
EKCI,"ELAINE KAUFMAN CULTURAL CENTER INC. (NFP","="""""
EKCC,"ELAINE KAUFMAN CULTURAL CENTER INC. (NFP","="""""
EKC2,"ELAINE KAUFMAN CULTURAL CENTER INC. (NFP","="""""
KFXC,"ELAINE KAUFMAN CULTURAL CENTER, MN: RECO","="""""
KFBP,"ELAINE KAUFMAN CULTURAL CENTER, MN: RECO","="""""
KFCC,"ELAINE KAUFMAN CULTURAL CENTER, MN: RECO","="""""
3140,"ELAINE KAUFMAN CULTURAL CTR","="""""
SHL1,"ELAINE KAUFMAN CULTURAL CTR, 129 W. 67TH","="""""
BRYN,"E LAWRENCE SQ: LOAN FOR CONS OF HSING PE","="""""
ASSP,"EL BARRIO / ARTSPACE PS109: 213 E 99TH S","="""""
ASPC,"EL BARRIO / ARTSPACE PS109: 213 E 99TH S","="""""
ARTS,"EL BARRIO / ARTSPACE PS109: 213 E 99TH S","="""""
P109,"EL BARRIO / ARTSPACE PS109: 213 E 99TH S","="""""
ARSP,"EL BARRIO / ARTSPACE PS109: 213 E 99TH S","="""""
CV41,"ELC - AMD & PHL","="""""
CV42,"ELC - AMD & PHL","="""""
CV17,"ELC CARES COVID-19","="""""
CV40,"ELC - Confinement Facilities","="""""
CV39,"ELC - Confinement Facilities","="""""
CV15,"ELC COVID-19","="""""
CV26,"ELC COVID-19 Supp Special Projects","="""""
CV23,"ELC COVID Supplemental","="""""
CV37,"ELC - Data Mod & Confinement Facil","="""""
CV38,"ELC - Data Mod & Confinement Facil","="""""
CV40,"ELC - Data Mod & Confinement Facil","="""""
CV39,"ELC - Data Mod & Confinement Facil","="""""
CV37,"ELC - Data Moderation","="""""
CV38,"ELC - Data Moderation","="""""
CV28,"ELC Detect Expansion (OTPS)","="""""
CV27,"ELC Detect Expansion (PS)","="""""
CV46,"ELC - HOMELESS & CONGREGATE SETTINGS","="""""
CV45,"ELC - HOMELESS & CONGREGATE SETTINGS","="""""
CV55,"ELC - LABORATORY DATA EXCHANGE (LDX)","="""""
CV54,"ELC - LABORATORY DATA EXCHANGE (LDX)","="""""
CV51,"ELC - LABORATORY RESPONSE NETWORK (LRN)","="""""
CV50,"ELC - LABORATORY RESPONSE NETWORK (LRN)","="""""
4870,"ELC Legionella Supplement","="""""
4878,"ELC Legionella Supplement","="""""
CV53,"ELC - NATIONAL WASTERWATER SURVEILLANCE","="""""
CV52,"ELC - NATIONAL WASTEWATER SURVEILLANCE","="""""
CV48,"ELC - NURSING HOME & FACILITY STRIKE TEA","="""""
CV47,"ELC - NURSING HOME & FACILITY STRIKE TEA","="""""
4738,"ELC- OutbreakNet Sentinel Sites","="""""
4730,"ELC- OutbreakNet Sentinel Sites","="""""
CV29,"ELC School Reopening (OTPS)","="""""
CV49,"ELC - STRENGTHENING HAI & AR PROGRAM CAP","="""""
CV43,"ELC - STRENGTHENING HAI & AR PROGRAM CAP","="""""
CV44,"ELC - STRENGTHENING HAI & AR PROGRAM CAP","="""""
CV20,"ELC Testing","="""""
CV22,"ELC Testing","="""""
4003,"ELDER ABUSE","="""""
2225,"Elder Abuse - CJC","="""""
2220,"Elder Abuse - CJC","="""""
5511,"Elder Abuse Discretionary","="""""
6011,"Elder Abuse Discretionary","="""""
6002,"Elder Abuse Discretionary","="""""
6001,"Elder Abuse Discretionary","="""""
0121,"Elder Abuse Grant","="""""
0613,"ELDER ABUSE GRANT","="""""
2201,"ELDER ABUSE PREVENTION","="""""
7011,"ELDER ABUSE PREVENTION","="""""
5510,"ELDER ABUSE PREVENTION","="""""
6000,"ELDER ABUSE PREVENTION","="""""
7013,"Elder Abuse Program","="""""
7012,"Elder Abuse Program","="""""
2043,"Elder Abuse Program","="""""
0350,"ELDER ABUSE PROGRAM","="""""
2230,"ELDER ABUSE SERVICES","="""""
7032,"ELDER ABUSE SERVICES","="""""
7030,"ELDER ABUSE SERVICES","="""""
2105,"Elder Caregiver","="""""
0925,"Elder Care Giver Program","="""""
0995,"Elder Care Giver Program","="""""
6050,"Elder Care Giver Program","="""""
1546,"ELDERLY ABUSE ED & OUTREACH PG","="""""
9870,"ELDERLY REFUGEE PROJECT","="""""
6566,"ELDERLY SAFE AT HOME TASK FCE","="""""
ELDR,"ELDERT ST APTS., BKLYN: LIRP, LOAN PER A","="""""
ELDT,"ELDERT STREET APTS, 1478-1490 DUMONT AVE","="""""
4000,"El Dorado TF ICE","="""""
ELDR,"ELDRIDGE ST PROJECT, MN: PASS-THRU FOR P","="""""
ELBP,"ELDRIDGE ST PROJECT, MN: PASS-THRU FOR P","="""""
EL4P,"ELDRIDGE STREET PROJECT # 4","="""""
EL2C,"ELDRIDGE STREET PROJECT, MN: PASS-THRU F","="""""
EL3P,"ELDRIDGE STREET PROJECT, MN: PHASE IV RE","="""""
EL3C,"ELDRIDGE STREET PROJECT, MN: PHASE IV RE","="""""
EL31,"ELDRIDGE STREET PROJECT, MN: PHASE IV RE","="""""
EL4X,"ELDRIDGE STREET PROJECT, MN: PHASE V REC","="""""
EL4C,"ELDRIDGE STREET PROJECT, MN: PHASE V REC","="""""
7447,"E-Learning - I/C DOI","="""""
SONA,"ELEC. FEEDERS IN F.M.P. ZOO Q FROM MAINT","="""""
ELE1,"ELECTCHESTER HOUSING CO1, QNS: HRP, LOAN","="""""
ELE2,"ELECTCHESTER HOUSING CO2, QNS: HRP, LOAN","="""""
ELE3,"ELECTCHESTER HOUSING CO3, QNS: HRP, LOAN","="""""
ELE4,"ELECTCHESTER HOUSING CO4, QNS: HRP, LOAN","="""""
3157,"ELECTED OFFICIAL'S FUNDING","="""""
3000,"ELECTION FUNDING","="""""
0202,"ELECTION PAYMENTS","="""""
0211,"Election Projects","="""""
0217,"Elections Cybersecurity Remediation","="""""
AB10,"ELECT. METER, CARNEGIE HOLDING CODE","="""""
A108,"ELECTRICAL & ELEVATOR MODERN BLDG ALTERA","="""""
SMVM,"ELECTRICAL ENHANCEMENT TO SUPPORT COMPUT","="""""
6130,"Electrical Plan Examination - Administra","="""""
6131,"Electrical Plan Examination - Technical","="""""
P317,"ELECTRICAL SYS C531 W10 CONST","="""""
N049,"ELECTRICAL SYSTEM RECON. AT CENTRAL RESE","="""""
D901,"ELECTRICAL UPGRADE - HOLDING CODE","="""""
B001,"ELECTRICAL WORK AT BUILDING N -SOUTH BRO","="""""
ESBS,"ELECTRIC SCHOOL BUS PURCHASES, INCLUDED","="""""
A357,"ELECTRIC SVC FOR THE NORTH MEADOW COMPLE","="""""
8296,"Electric Vehicle Grant - State","="""""
8292,"Electric Vehicles","="""""
P016,"Electric Vehicles","="""""
P020,"Electric Vehicles","="""""
3378,"ELECTRIC VEHICLES MUNICIPAL DEMO (CMAQ)","="""""
3379,"ELECTRIC VEHICLES MUNICIPAL DEMO (CMAQ)","="""""
K068,"ELECTRIF. PLT#2 UNLOADER","="""""
REAP,"ELECTRONIC AND OTHER INSTALLATION FOR PR","="""""
P36B,"ELECTRONIC AND OTHER INSTALLATION FOR PR","="""""
P36A,"ELECTRONIC AND OTHER INSTALLATION FOR PR","="""""
EHRS,"ELECTRONIC HEALTH RECORD (EHR) SYSTEM: P","="""""
PCIP,"ELECTRONIC HEALTH RECORD SYSTEM, CORRECT","="""""
T141,"ELECTRONIC MAYOR'S MANAGEMENT REPORT; TE","="""""
0410,"Electronic Monitoring","="""""
3100,"ELECTRONIC MONITORING - DV OFFENDERS","="""""
4441,"Electronic Monitoring Pilot Program","="""""
3102,"ELECTRONIC MONITORING PROGRAM","="""""
2021,"ELECTRONIC RECORDS MANAGEMENT SYSTEM","="""""
1972,"Electronic Reporting to NYS","="""""
B911,"ELECTRONIC SCALES-CONT#2","="""""
0213,"Electronic Voting Equipment Grant","="""""
B150,"ELECTR SUPPLY PURCH 602274 TO BE USED IN","="""""
1443,"ELEMENTARY / MIDDLE","="""""
1045,"ELEMENTARY SAFETY PROGRAM","="""""
HOLD,"ELEPHANT HSE RECON-BX ZOO INCLUDING ELEC","="""""
ROD1,"ELEVATOR CONSTRUCTION AT MAIN ZOOLOGICAL","="""""
5142,"Elevator Contracts","="""""
E345,"ELEVATOR RECON AT 253 B'WAY: NEW CABS; E","="""""
SA10,"ELEVATOR RECONSTRUCTION","="""""
D922,"ELEVATOR RENOVATION ROOSEVELT IM CENTER:","="""""
8276,"ELEVATOR REPAIR","="""""
3525,"Elevator Repair - CD","="""""
8478,"ELEVATOR REPAIRS","="""""
6472,"ELEVATOR REPAIRS","="""""
6478,"ELEVATOR REPAIRS","="""""
8472,"ELEVATOR REPAIRS TL","="""""
D974,"ELEVATOR REPLACEMENT - TO INSTALL FIRE-R","="""""
5125,Elevators,"="""""
5125,"Elevators - Inspections","="""""
5126,"Elevators - Inspections","="""""
6125,"Elevators Plan Examination","="""""
A417,"ELEVATOR UPGRADE AT PAL SCHWARTZ CTR. 12","="""""
CR10,"ELEVEN FIREHOUSES CTYWDE: RECON TOILET F","="""""
9963,"ELIG VERIFICATION UNIT","="""""
EPDT,"ELIZABETH H. BERGER PLAZA, MN: TRINITY P","="""""
EPBP,"ELIZABETH H. BERGER PLAZA, MN: TRINITY P","="""""
EPCC,"ELIZABETH H. BERGER PLAZA, MN: TRINITY P","="""""
EPMM,"ELIZABETH H BERGER PLAZA PK, EDGAR ST, G","="""""
JARD,"EL JARDIN DE SELENE/ HD-X051/ X51","="""""
JARI,"EL JARDIN DE SELENE/ HD-XN518/ A60","="""""
MIXA,"EL JARDINE DEL SELENE APARTMENTS, 384-88","="""""
3475,"ELLA15 - 3475 THIRD AVE, BX: LOAN PER AR","="""""
2264,"ELLA16, 264 MORRIS AVE, BX: EXTREMELY LO","="""""
695G,"ELLA16, 695 GRAND ST, BKLYN: EXTREMELY L","="""""
ELLO,"ELLIOT CHELSEA, 415 W 25TH ST, MN: LOAN","="""""
ELLI,"ELLIOT CHELSEA, 415 W 25TH ST, MN: LOAN","="""""
ELSC,"ELLIOT HOUSES, MN: NYCHA OWNED & OPERATE","="""""
ETDG,"ELLIOT HOUSES, MN: NYCHA OWNED & OPERATE","="""""
UPG2,"ELLIOTT HOUSES, MN: NYCHA OWNED & OPERAT","="""""
FCS2,"ELLIOTT HOUSES, MN: OWNED & OPERATED BY","="""""
CEMB,"ELLIOTT HOUSES , MN : SUBSIDY TO HA TO R","="""""
ELMC,"ELMCOR ECONOMIC DEVELOPMENT CENTER: PASS","="""""
QVA1,"ELMCORE SENIOR CENTER, QNS: PURCHASE MEA","="""""
ELMD,"ELMCOR JOB TRAINING CENTER, 104-12 NORTH","="""""
ELM2,"ELMHURST BRANCH LIBRARY: CON OF NEW CLAS","="""""
ELM1,"ELMHURST BRANCH LIBRARY: CON OF NEW CLAS","="""""
ELO1,"ELMHURST BRANCH LIBRARY, QNS: 86-01 BROA","="""""
ELMD,"ELMHURST BRANCH LIBRARY, QNS: BLDG RECON","="""""
ELMQ,"ELMHURST BRANCH LIBRARY, QNS: BLDG RECON","="""""
ELME,"ELMHURST BRANCH LIBRARY, QNS: CON OF NEW","="""""
ELMC,"ELMHURST BRANCH LIBRARY, QNS: UPGRADE CL","="""""
744Q,"ELMHURST EDUCATIONAL COMPLEX, 45-10 94TH","="""""
TAN2,"ELMHURST GAS TANK SITE, QNS: CONSTRUCT C","="""""
TANM,"ELMHURST GAS TANKS SITE, QNS: RECON 2,50","="""""
QQ88,"ELMHURST HOSP CTR, QNS: INST RPZ BACKFLO","="""""
Q001,"ELMHURST HOSP CTR, QNS: PURCH ADVANCED B","="""""
I018,"ELMHURST HOSP.FIRE PREV/SFTY PROGRAM INC","="""""
DP08,"ELMHURST HOSPITAL CENTER, QNS: PURCHASE","="""""
R217,"ELMHURST HOSPITAL CENTER, QNS: RECON NUR","="""""
C907,"ELMHURST HOSPITAL: CONS. OF AN ADDITION","="""""
T315,"ELMHURST HOSPITAL CTR, QNS: CON OF CLASS","="""""
DP36,"ELMHURST HOSPITAL CTR, QNS: CON OF NEW C","="""""
DP46,"ELMHURST HOSPITAL CTR, QNS (NYC H + H FA","="""""
DP40,"ELMHURST HOSPITAL CTR, QNS: PHASE I UPGR","="""""
DP46,"ELMHURST HOSPITAL CTR, QNS: PURCHASE CT","="""""
QA01,"ELMHURST HOSPITAL CTR, QNS: PURCHASE & I","="""""
R216,"ELMHURST HOSPITAL CTR, QNS: RECON 2ND FL","="""""
R240,"ELMHURST HOSPITAL CTR, QNS: RECON EMERGE","="""""
R272,"ELMHURST HOSPITAL CTR, QNS: REMOVAL & IN","="""""
J336,"ELMHURST HOSPITAL CTR, QNS: REMOVAL & IN","="""""
GQ08,"ELMHURST HOSPITAL CTR, QNS: SITE-WIDE EN","="""""
E248,"ELMHURST HOSPITAL CTR, QNS: SITE-WIDE EN","="""""
J312,"ELMHURST HOSPITAL CTR, QNS: UPGRADE AND","="""""
V003,"ELMHURST HOSPITAL HO214 RECONSTRUCTION A","="""""
R014,"ELMHURST HOSPITAL MAJOR RECONSTRUCTION.","="""""
4001,"ELMHURST HOSPITAL PRISON WARD","="""""
QA09,"ELMHURST HOSPITAL, PURCHASE MRI UNIT, EE","="""""
J369,"ELMHURST HOSPITAL, QNS: CON WOMEN'S HEAL","="""""
DP89,"ELMHURST HOSPITAL, QNS: CON WOMEN'S HEAL","="""""
ELMH,"ELMHURST HOSPITAL, QNS (HHC): PURCHASE 2","="""""
QA05,"ELMHURST HOSPITAL, QNS: PURCHASE JACKSON","="""""
ELMH,"ELMHURST HOSPITAL, QUEENS (HEALTH & HOSP","="""""
DP29,"ELMHURST MEDICAL CTR, QNS: PURCHASE COMP","="""""
TAN2,"ELMHURST PARK, FORMERLY ELMHURST GAS TAN","="""""
9600,"ELMHURST PARK (HHC)","="""""
TANO,"ELMHURST PARK, QNS: CONSTRUCT ORIGINAL P","="""""
5762,"Elmhurst Park T&A","="""""
IVIE,"ELMHURST PK (BTWN 57 & GRAND VES, OPPO 7","="""""
QVM1,"ELMHURST PK (BTWN 57 & GRAND VES, OPPO 7","="""""
QVM2,"ELMHURST PK (BTWN 57 & GRAND VES, OPPO 7","="""""
I016,"ELMHURST-RECONSTRUCTION OF INTERIOR SPAC","="""""
I019,"ELMHURST SECURITY SYSTEM FIRE ALARMS, TE","="""""
TANK,"ELMHURST TANK SITE, QNS: CON OF NEW PARK","="""""
ELMH,"ELMHURST TANK SITE, QNS: CON OF NEW PARK","="""""
ELMJ,"ELMJACK MALL, QNS: RECON  AND IMPVTS; 75","="""""
ELMU,"EL MUSEO DEL BARRIO, 1230 5TH AVE (HECKS","="""""
HEB2,"EL MUSEO DEL BARRIO, 1230 5TH AVE, MANH:","="""""
HSPG,"EL MUSEO DEL BARRIO, 1230 5TH AVE, MANH:","="""""
RESH,"EL MUSEO DEL BARRIO, 1230 5TH AVE: RECON","="""""
MPBG,"EL MUSEO DEL BARRIO, 1230 5TH AVE: RECON","="""""
SIB1,"EL MUSEO DEL BARRIO CD5 RENOVATION CLASS","="""""
FAC1,"EL MUSEO DEL BARRIO, HACKSCHER BLDG, MN:","="""""
MDB1,"EL MUSEO DEL BARRIO, HECKSCHER BLDG @ 1","="""""
MDB4,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, 230","="""""
MDB3,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, 230","="""""
MDBF,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, 230","="""""
MDB2,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, 230","="""""
EMNU,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, MN:","="""""
BZ92,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, MN:","="""""
CDSG,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, MN:","="""""
FAC2,"EL MUSEO DEL BARRIO, HECKSCHER BLDG, MN:","="""""
CT1P,"EL MUSEO DEL BARRIO, HECKSHER BLDG, MN:","="""""
CT12,"EL MUSEO DEL BARRIO, HECKSHER BLDG, MN:","="""""
EMNC,"EL MUSEO DEL BARRIO, MN: PH 1 OF MASTER","="""""
EMMU,"EL MUSEO DEL BARRIO, MN: PH 1 OF MASTER","="""""
ELMP,"EL MUSEO DEL BARRIO, MN: PH 1 OF MASTER","="""""
EMCP,"EL MUSEO DEL BARRIO, MN: PH 1 OF MASTER","="""""
EMMP,"EL MUSEO DEL BARRIO, MN: PH 1 OF MASTER","="""""
MACC,"EL MUSEO DEL BARRIO, MN: UPGRADE OF HVAC","="""""
8206,"El Museo del Barrio - NonCity","="""""
AAT1,"EL MUSEO DEL BARRIO: PURCH OF AUDIO-VISU","="""""
LMBH,"EL MUSEO DEL BARRIO: UPGRADE OF HVAC CLI","="""""
CPYI,"EL MUSEO: PURCHASE AUDIO- VISUAL EQUIP S","="""""
LGFE,"ELSBIAN, GAY, BISEXUAL & TRANSGENDER COM","="""""
0499,"EMAC Hurricane Maria","="""""
2260,"EMAC Michael","="""""
R510,"EMBELLISHMENT OF ATHLETIC FLD. EVANDER C","="""""
B446,"EMBELLISHMNT OF ATHLETIC FIELD DEWITT CL","="""""
6827,"Emerald Ash Borer","="""""
EII2,"EMERALD ISLE IMMIGRATION CENTER, 59-26 W","="""""
EIIC,"EMERALD ISLE IMMIGRATION CENTER, 59-26 W","="""""
IEPC,"EMERALD PLGD COMFORT STATION (QNS): ROOF","="""""
9135,"EMERG DV SHELTER CONTRACTS","="""""
XEAU,"EMERGENCY ASSISTANCE UNIT (EAU), BRONX:","="""""
2606,"EMERGENCY AUTHORIZATION UNIT (CMAQ)","="""""
2303,"EMERGENCY AUTHORIZATION UNIT (CMAQ)","="""""
