the_geom,DOB_Job1,project_id,project_name,project_start_date,project_completion_date,Project_Building_ID,Building_id_current,Building_ID_init,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta___neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,prevailing_wage_status,Planned Tax Benefit,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,bin_dcp,bbl_dcp,Comment,HNY_Version,dob_job_num_source,DOB_Job1,DOB_Job2,DOB_Job3,HNY_to_Job_relat,Q_Year,DOB_TYPE,units_dev_Data
0101000020E610000020061D21C17B52C025B4C44EA1594440,320717168,63732,EVERGREEN GARDENS,6/29/17,,63732956753,956753,,28,STANWIX STREET,Brooklyn,11206,3031520001,,BK-04,34,391,BK78,40.69943675,-73.93411067,40.70023522,-73.93366268,,New Construction,Non Prevailing Wage,421a,0,0,84,0,0,0,18,49,17,0,0,0,0,0,84,0,84,443,,3031520001,,3162018,BBLOnly,320717168,,,1-to-1,2015,NB,443
0101000020E6100000908D173DBD7B52C075898FF48E594440,320717140,63732,EVERGREEN GARDENS,6/29/17,,63732975616,975616,,123,MELROSE STREET,Brooklyn,11206,3031520048,3071913,BK-04,34,391,BK78,40.6995459,-73.933007,40.69967515,-73.93342521,,New Construction,Non Prevailing Wage,421a,0,0,87,0,0,0,34,34,19,0,0,0,0,0,87,0,87,468,3071913,3031520048,,3162018,BINandBBL,320717140,,,1-to-1,2015,NB,468
0101000020E61000006FF9A3032D7B52C05374EAEB756B4440,220151626,52119,EXCELSIOR II,11/25/15,,52119966188,966188,,126,WEST 169 STREET,Bronx,10452,2025180031,2124814,BX-04,16,211,BX26,40.83997238,-73.92428947,40.83953618,-73.92462245,,New Construction,Non Prevailing Wage,420c,8,27,24,0,0,1,5,24,31,0,0,0,0,0,60,0,60,60,2124814,2025180031,,3162018,Amanda_Manual,220151626,,,1-to-1,2015,NB,60
0101000020E61000000214E12E547C52C035A6F5F1AF5F4440,420605893,59538,Fleet Project 43-25 Hunter Street (20150032),7/16/15,,59538967059,967059,,43-25,HUNTER STREET,Queens,11101,4004337501,4617191,QN-02,26,19,QN31,40.74789176,-73.94259453,40.74755692,-73.94263813,,New Construction,Non Prevailing Wage,421a,0,0,195,0,0,0,70,91,34,0,0,0,0,0,195,0,195,974,4617191,4004337501,,3162018,BINandBBL,420605893,,,1-to-1,2014,NB,974
0101000020E6100000E8AC47C85D8852C01C1483763D4C4440,520138468,57772,Douglaston.155-175 Friendship Lane. Seaview C,6/29/16,,57772967356,967356,,155,FRIENDSHIP LANE,Staten Island,10314,,,SI-02,50,181,SI24,40.5956257,-74.13072402,,,,New Construction,Prevailing Wage,420c,80,0,0,0,0,1,41,39,1,0,0,0,0,0,81,0,81,81,,5009550220,,3162018,Amanda_Manual,520138468,,,many-to-1,2016,NB,161
0101000020E61000001FB80C305A8852C0203CC19B414C4440,520138468,57772,Douglaston.155-175 Friendship Lane. Seaview C,6/29/16,,57772967357,967357,,175,FRIENDSHIP LANE,Staten Island,10314,,,SI-02,50,181,SI24,40.59575221,-74.13050462,,,,New Construction,Prevailing Wage,420c,80,0,0,0,0,0,41,39,0,0,0,0,0,0,80,0,80,80,,5009550220,,3162018,Amanda_Manual,520138468,,,many-to-1,2016,NB,161
0101000020E610000096D54BBE1F7952C05B2B77F22B694440,220516190,60249,FOX STREET PRC,12/30/16,,60249975072,975072,,960,SIMPSON STREET,Bronx,10459,2027240103,2127337,BX-02,17,159,BX27,40.82180215,-73.8928585,40.82165366,-73.89256246,,New Construction,Non Prevailing Wage,Article XI,8,32,40,0,0,0,5,45,17,13,0,0,0,0,80,0,80,80,2127337,2027240103,,3162018,BINandBBL,220516190,,,1-to-1,2016,NB,80
0101000020E6100000D8A08A76307952C0E605962B55694440,220516207,60249,FOX STREET PRC,12/30/16,,60249971150,971150,,1000,FOX STREET,Bronx,10459,2027240220,2128360,BX-02,17,159,BX27,40.82295039,-73.89388639,40.82291169,-73.89358295,,New Construction,Non Prevailing Wage,Article XI,0,60,59,0,0,1,8,66,27,19,0,0,0,0,120,0,120,120,2128360,2027240220,,3162018,BINandBBL,220516207,,,1-to-1,2016,NB,120
0101000020E6100000296C92610D7852C0AB1D49720E544440,320595281,51299,GATEWAY ELTON III,6/27/14,11/25/16,51299928126,928126,,475,LOCKE STREET,Brooklyn,11208,3044477502,3413941,BK-05,42,1070,BK82,40.65634761,-73.87566959,40.65669087,-73.87581672,11/25/16,New Construction,Non Prevailing Wage,420c,0,45,105,0,0,1,15,56,45,33,2,0,0,0,151,0,151,151,3413941,3044477502,,3162018,BINandBBL,320595281,,,1-to-1,2014,NB,151
0101000020E610000085F5568F017852C07B9012791A544440,320595272,51299,GATEWAY ELTON III,6/27/14,11/25/16,51299956539,956539,,1062,ELTON STREET,Brooklyn,11208,3044477501,3413940,BK-05,42,1070,BK82,40.65747751,-73.87479528,40.65705789,-73.87509521,11/25/16,New Construction,Non Prevailing Wage,420c,0,41,94,0,0,1,23,41,36,36,0,0,0,0,136,0,136,136,3413940,3044477501,,3162018,BINandBBL,320595272,,,1-to-1,2014,NB,136
0101000020E6100000B96FF76AEE7B52C0C949D534F7664440,121192388,53484,GOTHAM RESIDENTIAL,9/9/16,,53484965665,965665,,158,EAST 126 STREET,Manhattan,10035,1017747501,,MN-11,9,196,MN34,40.80477864,-73.93631816,40.80441914,-73.93642687,,New Construction,Non Prevailing Wage,421a,0,0,47,0,0,0,14,28,5,0,0,0,0,0,47,0,47,233,,1017747501,,3162018,Amanda_Manual,121192388,,,1-to-1,2016,NB,233
0101000020E6100000B7E77D0C6B7D52C0A96DFDD3115E4440,320595192,49938,Greenpoint Landing E3,12/23/14,,49938947501,947501,,31,EAGLE STREET,Brooklyn,11222,3024947501,,BK-01,33,563,BK76,40.73475975,-73.95929439,40.73491907,-73.95965874,5/9/17,New Construction,Non Prevailing Wage,Article XI,0,10,67,0,20,1,24,24,50,0,0,0,0,0,98,0,98,98,,3024947501,,3162018,BBLOnly,320595192,,,1-to-1,2014,NB,98
0101000020E61000008D71727D677D52C084ACB882375E4440,320597430,54292,"Greenpoint Landing F2_5 Blue Slip, Brooklyn, NY",5/4/15,,54292967326,967326,,5,BLUE SLIP,Brooklyn,11222,3024720065,3418261,BK-01,33,563,BK76,40.73558334,-73.95976658,40.73606905,-73.95944153,,New Construction,Non Prevailing Wage,420c,10,30,62,0,0,0,22,29,51,0,0,0,0,0,102,0,102,103,3418261,3024720065,,3162018,BINandBBL,320597430,,,1-to-1,2015,NB,103
0101000020E6100000AB194263607D52C00C37853A515E4440,320595209,49943,Greenpoint Landing G2,6/30/14,1/24/17,49943948192,948192,,37,COMMERCIAL STREET,Brooklyn,11222,3024720100,3418101,BK-01,33,563,BK76,40.73610452,-73.95884973,40.7368539,-73.95900804,1/24/17,New Construction,Non Prevailing Wage,420c,0,19,73,0,0,1,23,23,47,0,0,0,0,0,93,0,93,93,3418101,3024720100,,3162018,Amanda_Manual,320595209,,,1-to-1,2014,NB,93
0101000020E6100000228898B7CF7852C03D87E8C62A6F4440,220429926,52467,Ford Bedford. 2848 Bainbridge Ave.Serviam Heights,12/29/15,,52467921886,921886,,321,EAST 198 STREET,Bronx,10458,2032910024,2117126,BX-07,15,40702,BX05,40.86805115,-73.88777642,40.86849295,-73.88767805,,New Construction,Prevailing Wage,420c,138,0,0,0,0,2,0,138,2,0,0,0,0,0,140,0,140,140,2117126,2032910024,"140 units in NB, 57 in former Ursuline Bedford Park Convent",3162018,Amanda_Manual,220429926,,,many-to-1,2016,NB,197
0101000020E6100000EA547DD7F57652C0A77C6363B95E4440,420655017,52999,HANAC. 54-25 101 ST. CORONA SENIOR RESIDENCE,8/5/16,,52999956204,956204,,54-25,101 STREET,Queens,11368,4019390011,4607925,QN-04,21,44301,QN25,40.73979666,-73.8588457,40.7400326,-73.85875499,,New Construction,Prevailing Wage,420c,67,0,0,0,0,1,6,61,1,0,0,0,0,0,68,0,68,68,4607925,4019390011,,3162018,BINandBBL,420655017,,,1-to-1,2016,NB,68
0101000020E61000002B5F027D037C52C0CE5A65016E684440,104510218,45647,Harlen Park 70 West 139th Street,6/11/15,,45647805961,805961,,50,WEST 139 STREET,Manhattan,10037,1017360060,1083986,MN-10,9,212,MN03,40.81610136,-73.93765849,40.8158571,-73.93771291,,New Construction,Non Prevailing Wage,421a,0,0,0,6,36,0,0,21,21,0,0,0,0,0,0,42,42,64,1083986,1017360060,NOT IN DATABASE. OLD??,3162018,Amanda_Manual,104510218,,,No match,,,
0101000020E6100000EEA710D9117952C0AA3AD484A76B4440,220152518,61740,HELP. 771-775 CROTONA PARK NORTH,11/15/17,,61740973102,973102,,771,CROTONA PARK NORTH,Bronx,10460,2029520021,,BX-06,17,367,BX17,40.84077527,-73.89168589,40.84104977,-73.89171435,,New Construction,Prevailing Wage,420c,83,0,0,0,0,1,53,31,0,0,0,0,0,0,84,0,84,84,,2029520021,,3162018,BBLOnly,220152518,,,1-to-1,2018,NB,84
0101000020E61000006D902838657B52C0756CA928836A4440,220451945,52597,HELP. 984 Woodycrest Avenue,11/17/15,,52597955365,955365,,984,WOODYCREST AVENUE,Bronx,10452,2025070015,2003118,BX-04,8,189,BX26,40.83167794,-73.92872194,40.83212765,-73.92805294,,New Construction,Prevailing Wage,420c,48,0,0,0,0,0,48,0,0,0,0,0,0,0,48,0,48,48,2003118,2025070015,,3162018,BINandBBL,220451945,,,1-to-1,2016,NB,48
0101000020E6100000CD4002D2C07852C0AEB9E51B386B4440,220177038,45326,High Hawk,6/30/14,,45326934081,934081,,1776,BOSTON ROAD,Bronx,10460,2029910005,,BX-03,17,161,BX75,40.83793805,-73.8868117,40.83764981,-73.88676882,,New Construction,Non Prevailing Wage,421a,0,0,18,54,0,1,1,16,48,8,0,0,0,0,73,0,73,73,,2029910005,,3162018,BBLOnly,220177038,,,1-to-1,2014,NB,74
0101000020E61000008A023B06FD7A52C0BF61A2410A6C4440,220177092,44333,HIGHBRIDGE CDC. 1448 PLIMPTON AVE. ARTSBRIDGE,8/21/14,10/27/17,44333955937,955937,,1450,PLIMPTON AVENUE,Bronx,10452,2028740027,,BX-04,16,21302,BX26,40.84399734,-73.9220079,40.844063,-73.92169338,10/27/17,New Construction,Prevailing Wage,Article XI,61,0,0,0,0,1,0,61,1,0,0,0,0,0,62,0,62,62,,2028740027,,3162018,BBLOnly,220177092,,,1-to-1,2014,NB,62
0101000020E61000002311F9B29D7C52C0CCB4FD2BAB674440,121908132,44239,Home for Harlem Dowling,6/30/14,12/29/16,44239927150,927150,,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027,1019110061,,MN-10,9,224,MN03,40.81013921,-73.94746096,40.80991125,-73.94712519,12/29/16,New Construction,Non Prevailing Wage,420c,12,0,47,0,0,1,12,12,36,0,0,0,0,0,60,0,60,60,,1019110061,,3162018,BBLOnly,121908132,,,1-to-1,2014,NB,60
0101000020E6100000D27D8CFB877A52C0736469D0E5554440,321192302,44332,HOPKINSON/PARK PLACE,2/10/17,,44332975662,975662,,416,THOMAS S BOYLAND STREET,Brooklyn,11233,3014680063,,BK-16,41,363,BK79,40.67100968,-73.91412803,40.67107587,-73.91454972,,New Construction,Non Prevailing Wage,Article XI,0,0,8,0,0,0,0,2,6,0,0,0,0,0,0,8,8,8,,3014680063,,3162018,BBLOnly,321192302,,,1-to-1,2017,NB,8
0101000020E6100000D92E44B9BA7852C07794B513466F4440,220429926,52467,Ford Bedford. 2848 Bainbridge Ave.Serviam Heights,12/29/15,,52467955101,955101,,2880,BAINBRIDGE AVENUE,Bronx,10458,,,BX-07,15,40702,BX05,40.86932608,-73.88639671,,,,New Construction,Prevailing Wage,420c,57,0,0,0,0,0,24,33,0,0,0,0,0,0,57,0,57,57,,,"140 units in NB, 57 in former Ursuline Bedford Park Convent",3162018,Amanda_Manual,220429926,,,many-to-1,2016,NB,197
0101000020E6100000EDB3B1AF887A52C06904D9BAED554440,321192348,44332,HOPKINSON/PARK PLACE,2/10/17,,44332973750,973750,,1900A,PARK PLACE,Brooklyn,11233,3014680056,,BK-16,41,363,BK79,40.67148228,-73.91479433,40.67131744,-73.91459267,,New Construction,Non Prevailing Wage,Article XI,0,0,7,0,0,0,0,3,3,1,0,0,0,0,0,7,7,7,,3014680056,2 entries for 1 building,3162018,Amanda_Manual,321192348,,,many-to-1,2017,NB,17
0101000020E610000066F89153A27352C00E4CB030AB594440,420654508,52774,JAMAICA CROSSING (HIGH-RISE),12/22/16,,52774974242,974242,,147-40,ARCHER AVENUE,Queens,11435,4099980091,4214004,QN-12,27,208,QN61,40.7008356,-73.80655094,40.70053681,-73.80678262,,New Construction,Non Prevailing Wage,Article XI,0,0,90,0,448,1,98,202,217,22,0,0,0,0,539,0,539,539,4214004,4099980091,,3162018,BINandBBL,420654508,,,1-to-1,2016,NB,539
0101000020E610000066F89153A27352C00E4CB030AB594440,420654517,52775,JAMAICA CROSSING (MID-RISE),12/22/16,,52775974241,974241,,148-10,ARCHER AVENUE,Queens,11435,4099980091,,QN-12,27,208,QN61,40.70097992,-73.80586889,40.70053681,-73.80678262,,New Construction,Non Prevailing Wage,Article XI,0,26,78,25,0,1,12,46,60,12,0,0,0,0,130,0,130,130,,4099980091,,3162018,Amanda_Manual,420654517,,,1-to-1,2017,NB,130
0101000020E610000094A2957B017A52C0C6255C024F6D4440,220151323,52223,JERICHO. 2065 WALTON AVENUE,6/3/15,,52223954207,954207,,2065,WALTON AVENUE,Bronx,10453,2031790060,,BX-05,14,241,BX41,40.85395146,-73.90602604,40.85397367,-73.9063405,,New Construction,Prevailing Wage,420c,89,0,1,0,0,0,89,0,1,0,0,0,0,0,90,0,90,90,,2031790060,,3162018,BBLOnly,220151323,,,1-to-1,2015,NB,90
0101000020E6100000C66736B8027C52C095E081BFE7694440,121184173,49959,L&M HCCI 260 W 153RD STREET,9/9/14,6/22/16,49959948186,948186,,258,WEST 153 STREET,Manhattan,10039,1020387501,1089911,MN-10,9,236,MN03,40.8273901,-73.93713482,40.82738489,-73.93766599,6/22/16,New Construction,Non Prevailing Wage,420c,8,42,0,0,0,1,7,30,14,0,0,0,0,0,51,0,51,51,1089911,1020387501,,3162018,BINandBBL,121184173,,,1-to-1,2014,NB,51
0101000020E6100000EE31E41A977A52C0A73A479173684440,220151859,51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,12/28/17,,51302979325,979325,,556,BERGEN AVENUE,Bronx,10455,2022940032,,BX-01,17,71,BX34,40.81593691,-73.91635434,40.81602684,-73.91547272,,New Construction,Non Prevailing Wage,0,43,44,73,54,0,1,6,90,85,25,9,0,0,0,215,0,215,215,,2022940032,,3162018,BBLOnly,220151859,,,1-to-1,2018,NB,215
0101000020E61000006AC8B23F947A52C0369A96378B684440,220151868,51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,12/28/17,,51302979324,979324,,600,BERGEN AVENUE,Bronx,10455,,,BX-01,17,71,BX34,40.81674857,-73.91529839,,,,New Construction,Non Prevailing Wage,0,56,58,99,67,0,1,19,109,105,37,11,0,0,0,281,0,281,281,,,,3162018,Spatial,220151868,,,1-to-1,2018,NB,281
0101000020E6100000BE4CF3124C7852C05FE38621EA6B4440,220152233,62227,LAMBERT HOUSES BUILDING 3A,6/28/17,,62227977442,977442,,988,EAST 180 STREET,Bronx,10460,2031320002,2092389,BX-06,15,361,BX17,40.84343668,-73.87964255,40.84308261,-73.87964319,,New Construction,Non Prevailing Wage,420c,113,0,49,0,0,1,12,60,60,31,0,0,0,0,163,0,163,163,2092389,2031320002,,3162018,BINandBBL,220152233,,,1-to-1,2017,NB,163
0101000020E6100000EE31E41A977C52C023FA52CB98654440,121191432,51868,LEXINGTON GARDENS II,6/29/17,,51868977499,977499,,1465,PARK AVENUE,Manhattan,10029,1016350016,,MN-11,8,172,MN33,40.79382171,-73.94722464,40.79372541,-73.94672272,,New Construction,Non Prevailing Wage,Article XI,80,119,120,0,80,1,104,126,110,60,0,0,0,0,400,0,400,400,,1016350016,,3162018,BBLOnly,121191432,,,1-to-1,2017,NB,400
0101000020E6100000D8D159E2D88452C0E0620B621C524440,520138379,60740,LIGHTHOUSE POINT,6/7/17,,60740977177,977177,,35R,BAY STREET,Staten Island,10301,,,SI-01,49,3,SI22,40.64149118,-74.07573756,,,,New Construction,Non Prevailing Wage,421a,0,0,24,0,0,0,5,13,6,0,0,0,0,0,24,0,24,115,,,,3162018,Spatial,520138379,,,1-to-1,2015,NB,116
0101000020E61000004D0E44BB6F7952C0CB2C63BFFE544440,320576783,49722,Livonia Commons,1/15/14,,49722969838,969838,,481,WILLIAMS AVENUE,Brooklyn,11207,3038197501,3418180,BK-05,42,1130,BK85,40.66386253,-73.89766106,40.66402428,-73.89744455,10/21/15,New Construction,Non Prevailing Wage,420c,0,24,27,0,0,1,15,14,17,6,0,0,0,0,52,0,52,52,3418180,3038197501,,3162018,BINandBBL,320576783,,,1-to-1,2013,NB,52
0101000020E6100000338AA37A447952C0A4379A2B1C554440,320576818,49722,Livonia Commons,1/15/14,,49722948722,948722,,491,SHEFFIELD AVENUE,Brooklyn,11207,3038057501,3413699,BK-05,42,1126,BK85,40.66498559,-73.8951001,40.66492219,-73.89480463,10/21/15,New Construction,Non Prevailing Wage,420c,0,29,22,0,0,1,9,20,17,6,0,0,0,0,52,0,52,52,3413699,3038057501,,3162018,BINandBBL,320576818,,,1-to-1,2013,NB,52
0101000020E610000012FA997A5D7952C0F8C5841C04554440,320576792,49722,Livonia Commons,1/15/14,,49722948724,948724,,494,GEORGIA AVENUE,Brooklyn,11207,3038207501,3418179,BK-05,42,1130,BK85,40.66416558,-73.89585474,40.66418797,-73.8963305,4/25/16,New Construction,Non Prevailing Wage,420c,0,89,0,0,0,1,43,22,20,5,0,0,0,0,90,0,90,90,3418179,3038207501,,3162018,BINandBBL,320576792,,,1-to-1,2013,NB,90
0101000020E61000007B69AB0E507952C0A61CDD5218554440,320576809,49722,Livonia Commons,1/15/14,,49722948723,948723,,494,SHEFFIELD AVE,Brooklyn,11207,3038047501,3421640,BK-05,42,1126,BK85,40.66494442,-73.89511098,40.6648048,-73.89551131,4/22/16,New Construction,Non Prevailing Wage,420c,0,11,72,0,0,1,6,32,41,5,0,0,0,0,84,0,84,84,3421640,3038047501,,3162018,BINandBBL,320576809,,,1-to-1,2013,NB,84
0101000020E6100000334EA67E9C7952C000E2118900554440,321190652,60425,LIVONIA PHASE II -SITE 9,12/13/17,,60425971875,971875,,473,LIVONIA AVENUE,Brooklyn,11207,3037990045,,BK-05,42,1132,BK85,40.66390559,-73.89979847,40.66407884,-73.90017668,,New Construction,Non Prevailing Wage,420c,15,8,33,0,0,1,0,32,23,2,0,0,0,0,57,0,57,57,,3037990045,,3162018,BBLOnly,321190652,,,1-to-1,2016,NB,57
0101000020E61000004BCF70DA7E7952C0BC590730FA544440,321190670,54909,Livonia Phase II Sites 6-8,6/30/16,,54909972723,972723,,449,HINSDALE STREET,Brooklyn,11207,3038180122,,BK-05,42,1130,BK85,40.66375905,-73.89859118,40.66388512,-73.89836751,,New Construction,Non Prevailing Wage,420c,7,30,24,0,0,1,6,21,23,12,0,0,0,0,62,0,62,62,,3038180122,,3162018,BBLOnly,321190670,,,1-to-1,2016,NB,62
0101000020E61000007D02EE9A8C7952C063482D1805554440,321190634,54909,Livonia Phase II Sites 6-8,6/30/16,,54909971874,971874,,487,LIVONIA AVENUE,Brooklyn,11207,3038000001,3346238,BK-05,42,1132,BK85,40.66397925,-73.89929012,40.66421797,-73.89920686,,New Construction,Non Prevailing Wage,420c,9,20,60,0,0,1,15,42,18,15,0,0,0,0,90,0,90,90,3346238,3038000001,,3162018,Amanda_Manual,321190634,,,1-to-1,2016,NB,90
0101000020E6100000305BBA9B8A7952C0AC59466EF6544440,321190625,54909,Livonia Phase II Sites 6-8,6/30/16,,54909972724,972724,,500,LIVONIA AVENUE,Brooklyn,11207,3038170020,,BK-05,42,1132,BK85,40.66401462,-73.89893322,40.66377047,-73.89908498,,New Construction,Non Prevailing Wage,420c,8,22,60,0,0,0,15,42,18,15,0,0,0,0,90,0,90,90,,3038170020,,3162018,BBLOnly,321190625,,,1-to-1,2016,NB,90
0101000020E6100000FDF56D35697152C053DA6EC40B574440,420652074,58491,Locust Manor Family II (20136069),10/30/14,12/20/16,58491968970,968970,,126-02,LOCUST MANOR LANE,Queens,11434,4125290205,,QN-12,27,33401,QN08,40.68037079,-73.77219675,40.68004661,-73.77204643,12/20/16,New Construction,Non Prevailing Wage,421a,8,3,42,0,0,1,0,25,29,0,0,0,0,0,54,0,54,54,,4125290205,,3162018,BBLOnly,420652074,,,1-to-1,2014,NB,54
0101000020E6100000FC053729B77D52C03AB4443E1A5B4440,320597378,50411,LPC Warehouse/ Williamsburg Bridgeview,6/29/16,,50411972721,972721,,337,BERRY STREET,Brooklyn,11249,3024430006,3063424,BK-01,34,549,BK73,40.71222155,-73.96459979,40.71173838,-73.96430426,,New Construction,Non Prevailing Wage,420c,16,0,38,0,0,1,12,15,27,1,0,0,0,0,55,0,55,55,3063424,3024430006,,3162018,BBLOnly,320597378,,,1-to-1,2016,NB,55
,320597378,50411,LPC Warehouse/ Williamsburg Bridgeview,6/29/16,,50411958174,958174,972721,101,SOUTH 5 STREET,Brooklyn,11249,3024430006,,BK-01,34,549,BK73,40.71151333,-73.96436931,40.71173838,-73.96430426,,New Construction,Non Prevailing Wage,420c,16,0,38,0,0,1,12,15,27,1,0,0,0,0,55,0,55,55,,,0,3162018,Bill_Manual,320597378,,,1-to-1,2016,NB,55
0101000020E6100000CD83AA87DE7F52C08422275D44604440,121185760,51363,Manhattan West (371 Ninth Avenue),12/18/14,,51363955906,955906,,371,9 AVENUE,Manhattan,10001,1007290051,,MN-04,3,103,MN13,40.75155381,-73.99764677,40.7520863,-73.99795715,,New Construction,Non Prevailing Wage,421a,0,0,169,0,0,0,53,89,25,2,0,0,0,0,169,0,169,844,,1007290051,,3162018,Amanda_Manual,121185760,,,1-to-1,2014,NB,844
0101000020E61000009184D8F47B7A52C070F39DCA2F6B4440,220151582,58504,Marcy Sheridan Apartments (20146009),4/27/15,4/17/17,5850494281,94281,,201,MARCY PLACE,Bronx,10456,2028317501,2128648,BX-04,16,17902,BX14,40.83739645,-73.91445175,40.83739598,-73.9138157,4/17/17,New Construction,Non Prevailing Wage,420c,0,52,6,15,0,1,37,7,22,8,0,0,0,0,74,0,74,74,2128648,2028317501,,3162018,BINandBBL,220151582,,,1-to-1,2015,NB,74
0101000020E6100000D9EAD574FB7852C0AB3308BDC86E4440,220151831,63368,Marion Avenue Residence,11/10/16,,6336894395,94395,,2681,MARION AVENUE,Bronx,10458,2032870094,,BX-07,15,40502,BX05,40.86507833,-73.89031222,40.86550105,-73.89034768,,New Construction,Non Prevailing Wage,420c,0,0,99,0,0,1,59,0,41,0,0,0,0,0,100,0,100,100,,2032870094,,3162018,BBLOnly,220151831,,,1-to-1,2016,NB,100
0101000020E6100000A4E3073A5C7F52C0AE7F3A9289554440,320299011,44250,Mercy. 485 4th Ave. Mercy Home,2/6/14,,44250927161,927161,,487,4 AVENUE,Brooklyn,11215,3010280007,,BK-06,39,139,BK37,40.668453,-73.99028881,40.66826084,-73.99000407,,New Construction,Non Prevailing Wage,420c,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,8,,3010280007,Unable to match perfectly,3162018,Amanda_Manual,320299011,,,1-to-1,2015,NB,1
0101000020E610000040B80A7B7D7F52C058D3ABB7BC494440,320594567,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230927137,927137,,2425,MERMAID AVENUE,Brooklyn,11224,3070140052,3188890,BK-13,47,326,BK21,40.575896,-73.99147579,40.5760717,-73.99203373,5/19/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,3188890,3070140052,,3162018,BINandBBL,320594567,,,1-to-1,2015,NB,3
0101000020E61000004B0DA7ABFF7E52C054FE94AE094A4440,320594638,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230967109,967109,,2818,WEST 16 STREET,Brooklyn,11224,3070210017,3425387,BK-13,47,326,BK21,40.5784067,-73.9840381,40.57842047,-73.98435489,5/4/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,1,2,0,0,0,1,2,0,0,0,0,2,1,3,3,3425387,3070210017,,3162018,BINandBBL,320594638,,,1-to-1,2015,NB,3
0101000020E610000058891E9D1F8052C0D6828BD3184A4440,320594610,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230967108,967108,,3566,CANAL AVENUE,Brooklyn,11224,3069780022,3413785,BK-13,47,330,BK21,40.57902811,-74.00237955,40.57888264,-74.00192955,7/21/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,1,3,3,3413785,3069780022,,3162018,BINandBBL,320594610,,,1-to-1,2015,NB,3
0101000020E6100000B701E9AC208052C0D0FA4AD6174A4440,320594629,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230967127,967127,,3568,CANAL AVENUE,Brooklyn,11224,3069780021,3413786,BK-13,47,330,BK21,40.57902811,-74.00238315,40.57885245,-74.00199435,7/20/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,3413786,3069780021,,3162018,BINandBBL,320594629,,,1-to-1,2015,NB,3
0101000020E6100000E8B9E8D8FF7E52C006440C640B4A4440,320594647,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230967116,967116,,2816,WEST 16 STREET,Brooklyn,11224,3070210016,3425388,BK-13,47,326,BK21,40.57843964,-73.9840453,40.57847262,-73.98436568,5/3/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,0,3,0,0,0,1,2,0,0,0,0,2,1,3,3,3425388,3070210016,,3162018,BINandBBL,320594647,,,1-to-1,2015,NB,3
,320594647,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230394346,394346,967116,2816,WEST 16 STREET,Brooklyn,11224,3070210016,3425388,BK-13,47,326,BK21,40.57843964,-73.9840453,40.57847262,-73.98436568,5/3/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,0,3,0,0,0,1,2,0,0,0,0,2,1,3,3,,,0,3162018,Bill_Manual,320594647,,,1-to-1,2015,NB,3
0101000020E6100000BAF6C3D7F07F52C079D74DE792494440,320594594,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230967106,967106,,3216,MERMAID AVENUE,Brooklyn,11224,3070480006,,BK-13,47,342,BK21,40.57506189,-73.9988337,40.57479564,-73.99907488,5/4/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,,3070480006,,3162018,BBLOnly,320594594,,,1-to-1,2015,NB,3
,320594594,44230,Mermaid  / West. 16th Street,6/30/15,7/21/17,44230336151,336151,967106,3216,MERMAID AVENUE,Brooklyn,11224,3070480006,,BK-13,47,342,BK21,40.57506189,-73.9988337,40.57479564,-73.99907488,5/4/17,New Construction,Non Prevailing Wage,UDAAP,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,,,0,3162018,Bill_Manual,320594594,,,1-to-1,2015,NB,3
